customer_id,address_id,date_from,address_type,date_to
22651,22651,1987-08-19 09:14:02,gdui2,2020-12-13 05:56:28
32651,32651,1987-08-19 09:14:02,gdui3,2020-12-13 05:56:28
42651,42651,1987-08-19 09:14:02,gdui4,2020-12-13 05:56:28
2652,2652,1973-04-13 13:56:13,hayx,2016-07-26 12:47:35
12652,12652,1973-04-13 13:56:13,hayx1,2016-07-26 12:47:35
22652,22652,1973-04-13 13:56:13,hayx2,2016-07-26 12:47:35
32652,32652,1973-04-13 13:56:13,hayx3,2016-07-26 12:47:35
42652,42652,1973-04-13 13:56:13,hayx4,2016-07-26 12:47:35
2653,2653,2022-07-27 14:03:46,flro,2008-07-12 10:22:11
12653,12653,2022-07-27 14:03:46,flro1,2008-07-12 10:22:11
22653,22653,2022-07-27 14:03:46,flro2,2008-07-12 10:22:11
32653,32653,2022-07-27 14:03:46,flro3,2008-07-12 10:22:11
42653,42653,2022-07-27 14:03:46,flro4,2008-07-12 10:22:11
2654,2654,1998-11-15 02:47:02,xkgd,2024-02-25 12:01:03
12654,12654,1998-11-15 02:47:02,xkgd1,2024-02-25 12:01:03
22654,22654,1998-11-15 02:47:02,xkgd2,2024-02-25 12:01:03
32654,32654,1998-11-15 02:47:02,xkgd3,2024-02-25 12:01:03
42654,42654,1998-11-15 02:47:02,xkgd4,2024-02-25 12:01:03
2655,2655,1978-06-29 03:20:03,zbfy,2008-11-24 12:06:55
12655,12655,1978-06-29 03:20:03,zbfy1,2008-11-24 12:06:55
22655,22655,1978-06-29 03:20:03,zbfy2,2008-11-24 12:06:55
32655,32655,1978-06-29 03:20:03,zbfy3,2008-11-24 12:06:55
42655,42655,1978-06-29 03:20:03,zbfy4,2008-11-24 12:06:55
2656,2656,2024-09-29 15:32:50,ulsw,2019-07-05 03:22:56
12656,12656,2024-09-29 15:32:50,ulsw1,2019-07-05 03:22:56
22656,22656,2024-09-29 15:32:50,ulsw2,2019-07-05 03:22:56
32656,32656,2024-09-29 15:32:50,ulsw3,2019-07-05 03:22:56
42656,42656,2024-09-29 15:32:50,ulsw4,2019-07-05 03:22:56
2657,2657,2009-08-29 22:28:41,pdwh,2006-03-02 07:54:52
12657,12657,2009-08-29 22:28:41,pdwh1,2006-03-02 07:54:52
22657,22657,2009-08-29 22:28:41,pdwh2,2006-03-02 07:54:52
32657,32657,2009-08-29 22:28:41,pdwh3,2006-03-02 07:54:52
42657,42657,2009-08-29 22:28:41,pdwh4,2006-03-02 07:54:52
2658,2658,1971-01-15 11:03:39,goez,2017-12-07 23:09:06
12658,12658,1971-01-15 11:03:39,goez1,2017-12-07 23:09:06
22658,22658,1971-01-15 11:03:39,goez2,2017-12-07 23:09:06
32658,32658,1971-01-15 11:03:39,goez3,2017-12-07 23:09:06
42658,42658,1971-01-15 11:03:39,goez4,2017-12-07 23:09:06
2659,2659,2003-01-30 20:23:23,czlj,1993-08-23 13:11:43
12659,12659,2003-01-30 20:23:23,czlj1,1993-08-23 13:11:43
22659,22659,2003-01-30 20:23:23,czlj2,1993-08-23 13:11:43
32659,32659,2003-01-30 20:23:23,czlj3,1993-08-23 13:11:43
42659,42659,2003-01-30 20:23:23,czlj4,1993-08-23 13:11:43
2660,2660,1996-01-16 07:35:26,zcvy,2003-06-21 23:20:30
12660,12660,1996-01-16 07:35:26,zcvy1,2003-06-21 23:20:30
22660,22660,1996-01-16 07:35:26,zcvy2,2003-06-21 23:20:30
32660,32660,1996-01-16 07:35:26,zcvy3,2003-06-21 23:20:30
42660,42660,1996-01-16 07:35:26,zcvy4,2003-06-21 23:20:30
2661,2661,2017-04-20 08:44:36,tiwb,1979-01-08 11:42:59
12661,12661,2017-04-20 08:44:36,tiwb1,1979-01-08 11:42:59
22661,22661,2017-04-20 08:44:36,tiwb2,1979-01-08 11:42:59
32661,32661,2017-04-20 08:44:36,tiwb3,1979-01-08 11:42:59
42661,42661,2017-04-20 08:44:36,tiwb4,1979-01-08 11:42:59
2662,2662,2008-09-15 15:58:54,ffyu,2001-10-23 11:27:58
12662,12662,2008-09-15 15:58:54,ffyu1,2001-10-23 11:27:58
22662,22662,2008-09-15 15:58:54,ffyu2,2001-10-23 11:27:58
32662,32662,2008-09-15 15:58:54,ffyu3,2001-10-23 11:27:58
42662,42662,2008-09-15 15:58:54,ffyu4,2001-10-23 11:27:58
2663,2663,1998-07-10 12:50:17,wvrs,1997-03-16 11:40:10
12663,12663,1998-07-10 12:50:17,wvrs1,1997-03-16 11:40:10
22663,22663,1998-07-10 12:50:17,wvrs2,1997-03-16 11:40:10
32663,32663,1998-07-10 12:50:17,wvrs3,1997-03-16 11:40:10
42663,42663,1998-07-10 12:50:17,wvrs4,1997-03-16 11:40:10
2664,2664,2014-02-09 21:57:10,dcfe,1994-01-21 13:19:47
12664,12664,2014-02-09 21:57:10,dcfe1,1994-01-21 13:19:47
22664,22664,2014-02-09 21:57:10,dcfe2,1994-01-21 13:19:47
32664,32664,2014-02-09 21:57:10,dcfe3,1994-01-21 13:19:47
42664,42664,2014-02-09 21:57:10,dcfe4,1994-01-21 13:19:47
2665,2665,1990-02-23 03:23:10,nqmf,2022-12-16 13:50:22
12665,12665,1990-02-23 03:23:10,nqmf1,2022-12-16 13:50:22
22665,22665,1990-02-23 03:23:10,nqmf2,2022-12-16 13:50:22
32665,32665,1990-02-23 03:23:10,nqmf3,2022-12-16 13:50:22
42665,42665,1990-02-23 03:23:10,nqmf4,2022-12-16 13:50:22
2666,2666,1970-11-06 16:23:55,pghd,1987-05-21 03:41:05
12666,12666,1970-11-06 16:23:55,pghd1,1987-05-21 03:41:05
22666,22666,1970-11-06 16:23:55,pghd2,1987-05-21 03:41:05
32666,32666,1970-11-06 16:23:55,pghd3,1987-05-21 03:41:05
42666,42666,1970-11-06 16:23:55,pghd4,1987-05-21 03:41:05
2667,2667,1990-09-02 04:54:44,usya,1983-09-29 15:32:14
12667,12667,1990-09-02 04:54:44,usya1,1983-09-29 15:32:14
22667,22667,1990-09-02 04:54:44,usya2,1983-09-29 15:32:14
32667,32667,1990-09-02 04:54:44,usya3,1983-09-29 15:32:14
42667,42667,1990-09-02 04:54:44,usya4,1983-09-29 15:32:14
2668,2668,2021-10-09 18:36:53,cpnp,1992-06-27 10:00:21
12668,12668,2021-10-09 18:36:53,cpnp1,1992-06-27 10:00:21
22668,22668,2021-10-09 18:36:53,cpnp2,1992-06-27 10:00:21
32668,32668,2021-10-09 18:36:53,cpnp3,1992-06-27 10:00:21
42668,42668,2021-10-09 18:36:53,cpnp4,1992-06-27 10:00:21
2669,2669,2013-01-17 11:38:43,apim,1996-09-08 21:31:01
12669,12669,2013-01-17 11:38:43,apim1,1996-09-08 21:31:01
22669,22669,2013-01-17 11:38:43,apim2,1996-09-08 21:31:01
32669,32669,2013-01-17 11:38:43,apim3,1996-09-08 21:31:01
42669,42669,2013-01-17 11:38:43,apim4,1996-09-08 21:31:01
2670,2670,2010-12-25 22:56:18,rtds,2003-11-10 15:48:21
12670,12670,2010-12-25 22:56:18,rtds1,2003-11-10 15:48:21
22670,22670,2010-12-25 22:56:18,rtds2,2003-11-10 15:48:21
32670,32670,2010-12-25 22:56:18,rtds3,2003-11-10 15:48:21
42670,42670,2010-12-25 22:56:18,rtds4,2003-11-10 15:48:21
2671,2671,1989-05-30 03:57:42,kgjb,2022-05-09 19:59:55
12671,12671,1989-05-30 03:57:42,kgjb1,2022-05-09 19:59:55
22671,22671,1989-05-30 03:57:42,kgjb2,2022-05-09 19:59:55
32671,32671,1989-05-30 03:57:42,kgjb3,2022-05-09 19:59:55
42671,42671,1989-05-30 03:57:42,kgjb4,2022-05-09 19:59:55
2672,2672,2005-05-22 19:19:57,hbnb,1990-08-29 22:41:44
12672,12672,2005-05-22 19:19:57,hbnb1,1990-08-29 22:41:44
22672,22672,2005-05-22 19:19:57,hbnb2,1990-08-29 22:41:44
32672,32672,2005-05-22 19:19:57,hbnb3,1990-08-29 22:41:44
42672,42672,2005-05-22 19:19:57,hbnb4,1990-08-29 22:41:44
2673,2673,2001-12-08 21:14:08,tbxv,1974-11-28 14:51:31
12673,12673,2001-12-08 21:14:08,tbxv1,1974-11-28 14:51:31
22673,22673,2001-12-08 21:14:08,tbxv2,1974-11-28 14:51:31
32673,32673,2001-12-08 21:14:08,tbxv3,1974-11-28 14:51:31
42673,42673,2001-12-08 21:14:08,tbxv4,1974-11-28 14:51:31
2674,2674,1991-05-03 00:09:41,qply,2018-11-23 06:53:32
12674,12674,1991-05-03 00:09:41,qply1,2018-11-23 06:53:32
22674,22674,1991-05-03 00:09:41,qply2,2018-11-23 06:53:32
32674,32674,1991-05-03 00:09:41,qply3,2018-11-23 06:53:32
42674,42674,1991-05-03 00:09:41,qply4,2018-11-23 06:53:32
2675,2675,1984-04-20 09:16:27,bllu,2002-02-15 16:57:36
12675,12675,1984-04-20 09:16:27,bllu1,2002-02-15 16:57:36
22675,22675,1984-04-20 09:16:27,bllu2,2002-02-15 16:57:36
32675,32675,1984-04-20 09:16:27,bllu3,2002-02-15 16:57:36
42675,42675,1984-04-20 09:16:27,bllu4,2002-02-15 16:57:36
2676,2676,2005-06-24 09:29:42,plnr,2011-08-20 03:57:14
12676,12676,2005-06-24 09:29:42,plnr1,2011-08-20 03:57:14
22676,22676,2005-06-24 09:29:42,plnr2,2011-08-20 03:57:14
32676,32676,2005-06-24 09:29:42,plnr3,2011-08-20 03:57:14
42676,42676,2005-06-24 09:29:42,plnr4,2011-08-20 03:57:14
2677,2677,2010-07-21 02:27:20,ntey,1998-12-17 02:14:41
12677,12677,2010-07-21 02:27:20,ntey1,1998-12-17 02:14:41
22677,22677,2010-07-21 02:27:20,ntey2,1998-12-17 02:14:41
32677,32677,2010-07-21 02:27:20,ntey3,1998-12-17 02:14:41
42677,42677,2010-07-21 02:27:20,ntey4,1998-12-17 02:14:41
2678,2678,2015-06-01 03:33:04,mdpr,2005-03-20 20:23:18
12678,12678,2015-06-01 03:33:04,mdpr1,2005-03-20 20:23:18
22678,22678,2015-06-01 03:33:04,mdpr2,2005-03-20 20:23:18
32678,32678,2015-06-01 03:33:04,mdpr3,2005-03-20 20:23:18
42678,42678,2015-06-01 03:33:04,mdpr4,2005-03-20 20:23:18
2679,2679,1999-02-27 18:20:07,brak,2008-09-07 15:21:27
12679,12679,1999-02-27 18:20:07,brak1,2008-09-07 15:21:27
22679,22679,1999-02-27 18:20:07,brak2,2008-09-07 15:21:27
32679,32679,1999-02-27 18:20:07,brak3,2008-09-07 15:21:27
42679,42679,1999-02-27 18:20:07,brak4,2008-09-07 15:21:27
2680,2680,1978-03-27 07:01:24,ehkq,2013-09-21 18:43:55
12680,12680,1978-03-27 07:01:24,ehkq1,2013-09-21 18:43:55
22680,22680,1978-03-27 07:01:24,ehkq2,2013-09-21 18:43:55
32680,32680,1978-03-27 07:01:24,ehkq3,2013-09-21 18:43:55
42680,42680,1978-03-27 07:01:24,ehkq4,2013-09-21 18:43:55
2681,2681,1977-09-12 05:49:14,ovvn,1995-10-05 22:37:19
12681,12681,1977-09-12 05:49:14,ovvn1,1995-10-05 22:37:19
22681,22681,1977-09-12 05:49:14,ovvn2,1995-10-05 22:37:19
32681,32681,1977-09-12 05:49:14,ovvn3,1995-10-05 22:37:19
42681,42681,1977-09-12 05:49:14,ovvn4,1995-10-05 22:37:19
2682,2682,1994-09-04 15:07:07,zdkb,2006-11-25 15:55:04
12682,12682,1994-09-04 15:07:07,zdkb1,2006-11-25 15:55:04
22682,22682,1994-09-04 15:07:07,zdkb2,2006-11-25 15:55:04
32682,32682,1994-09-04 15:07:07,zdkb3,2006-11-25 15:55:04
42682,42682,1994-09-04 15:07:07,zdkb4,2006-11-25 15:55:04
2683,2683,1979-11-18 22:35:44,upgx,2002-01-17 14:22:44
12683,12683,1979-11-18 22:35:44,upgx1,2002-01-17 14:22:44
22683,22683,1979-11-18 22:35:44,upgx2,2002-01-17 14:22:44
32683,32683,1979-11-18 22:35:44,upgx3,2002-01-17 14:22:44
42683,42683,1979-11-18 22:35:44,upgx4,2002-01-17 14:22:44
2684,2684,1997-06-23 19:41:50,vmmt,1978-09-08 12:03:52
12684,12684,1997-06-23 19:41:50,vmmt1,1978-09-08 12:03:52
22684,22684,1997-06-23 19:41:50,vmmt2,1978-09-08 12:03:52
32684,32684,1997-06-23 19:41:50,vmmt3,1978-09-08 12:03:52
42684,42684,1997-06-23 19:41:50,vmmt4,1978-09-08 12:03:52
2685,2685,2023-09-14 12:24:17,blml,2023-11-02 15:10:13
12685,12685,2023-09-14 12:24:17,blml1,2023-11-02 15:10:13
22685,22685,2023-09-14 12:24:17,blml2,2023-11-02 15:10:13
32685,32685,2023-09-14 12:24:17,blml3,2023-11-02 15:10:13
42685,42685,2023-09-14 12:24:17,blml4,2023-11-02 15:10:13
2686,2686,1995-12-31 01:39:11,rktn,2010-05-02 16:24:17
12686,12686,1995-12-31 01:39:11,rktn1,2010-05-02 16:24:17
22686,22686,1995-12-31 01:39:11,rktn2,2010-05-02 16:24:17
32686,32686,1995-12-31 01:39:11,rktn3,2010-05-02 16:24:17
42686,42686,1995-12-31 01:39:11,rktn4,2010-05-02 16:24:17
2687,2687,1976-12-18 08:53:43,tsiy,2002-12-17 10:27:40
12687,12687,1976-12-18 08:53:43,tsiy1,2002-12-17 10:27:40
22687,22687,1976-12-18 08:53:43,tsiy2,2002-12-17 10:27:40
32687,32687,1976-12-18 08:53:43,tsiy3,2002-12-17 10:27:40
42687,42687,1976-12-18 08:53:43,tsiy4,2002-12-17 10:27:40
2688,2688,1971-05-17 21:51:41,nwmn,1982-09-05 01:15:12
12688,12688,1971-05-17 21:51:41,nwmn1,1982-09-05 01:15:12
22688,22688,1971-05-17 21:51:41,nwmn2,1982-09-05 01:15:12
32688,32688,1971-05-17 21:51:41,nwmn3,1982-09-05 01:15:12
42688,42688,1971-05-17 21:51:41,nwmn4,1982-09-05 01:15:12
2689,2689,1988-04-23 17:56:08,ozah,2017-08-20 13:13:37
12689,12689,1988-04-23 17:56:08,ozah1,2017-08-20 13:13:37
22689,22689,1988-04-23 17:56:08,ozah2,2017-08-20 13:13:37
32689,32689,1988-04-23 17:56:08,ozah3,2017-08-20 13:13:37
42689,42689,1988-04-23 17:56:08,ozah4,2017-08-20 13:13:37
2690,2690,1987-10-02 13:36:18,zpgs,1995-03-18 20:58:12
12690,12690,1987-10-02 13:36:18,zpgs1,1995-03-18 20:58:12
22690,22690,1987-10-02 13:36:18,zpgs2,1995-03-18 20:58:12
32690,32690,1987-10-02 13:36:18,zpgs3,1995-03-18 20:58:12
42690,42690,1987-10-02 13:36:18,zpgs4,1995-03-18 20:58:12
2691,2691,1998-01-20 01:19:28,zbsp,1972-05-18 00:51:06
12691,12691,1998-01-20 01:19:28,zbsp1,1972-05-18 00:51:06
22691,22691,1998-01-20 01:19:28,zbsp2,1972-05-18 00:51:06
32691,32691,1998-01-20 01:19:28,zbsp3,1972-05-18 00:51:06
42691,42691,1998-01-20 01:19:28,zbsp4,1972-05-18 00:51:06
2692,2692,2019-08-17 00:24:43,dwth,1990-11-25 00:09:51
12692,12692,2019-08-17 00:24:43,dwth1,1990-11-25 00:09:51
22692,22692,2019-08-17 00:24:43,dwth2,1990-11-25 00:09:51
32692,32692,2019-08-17 00:24:43,dwth3,1990-11-25 00:09:51
42692,42692,2019-08-17 00:24:43,dwth4,1990-11-25 00:09:51
2693,2693,1972-01-09 02:56:07,kcdn,2011-08-19 00:00:18
12693,12693,1972-01-09 02:56:07,kcdn1,2011-08-19 00:00:18
22693,22693,1972-01-09 02:56:07,kcdn2,2011-08-19 00:00:18
32693,32693,1972-01-09 02:56:07,kcdn3,2011-08-19 00:00:18
42693,42693,1972-01-09 02:56:07,kcdn4,2011-08-19 00:00:18
2694,2694,2002-01-10 21:50:56,ttvl,2021-01-04 09:28:06
12694,12694,2002-01-10 21:50:56,ttvl1,2021-01-04 09:28:06
22694,22694,2002-01-10 21:50:56,ttvl2,2021-01-04 09:28:06
32694,32694,2002-01-10 21:50:56,ttvl3,2021-01-04 09:28:06
42694,42694,2002-01-10 21:50:56,ttvl4,2021-01-04 09:28:06
2695,2695,1983-10-26 22:59:27,ozie,2022-05-13 11:26:53
12695,12695,1983-10-26 22:59:27,ozie1,2022-05-13 11:26:53
22695,22695,1983-10-26 22:59:27,ozie2,2022-05-13 11:26:53
32695,32695,1983-10-26 22:59:27,ozie3,2022-05-13 11:26:53
42695,42695,1983-10-26 22:59:27,ozie4,2022-05-13 11:26:53
2696,2696,1975-05-02 07:14:13,krjm,1998-12-13 08:33:46
12696,12696,1975-05-02 07:14:13,krjm1,1998-12-13 08:33:46
22696,22696,1975-05-02 07:14:13,krjm2,1998-12-13 08:33:46
32696,32696,1975-05-02 07:14:13,krjm3,1998-12-13 08:33:46
42696,42696,1975-05-02 07:14:13,krjm4,1998-12-13 08:33:46
2697,2697,1984-04-08 03:48:37,ospl,1994-12-20 13:15:30
12697,12697,1984-04-08 03:48:37,ospl1,1994-12-20 13:15:30
22697,22697,1984-04-08 03:48:37,ospl2,1994-12-20 13:15:30
32697,32697,1984-04-08 03:48:37,ospl3,1994-12-20 13:15:30
42697,42697,1984-04-08 03:48:37,ospl4,1994-12-20 13:15:30
2698,2698,2014-04-10 19:44:17,yzpt,1971-09-04 20:13:22
12698,12698,2014-04-10 19:44:17,yzpt1,1971-09-04 20:13:22
22698,22698,2014-04-10 19:44:17,yzpt2,1971-09-04 20:13:22
32698,32698,2014-04-10 19:44:17,yzpt3,1971-09-04 20:13:22
42698,42698,2014-04-10 19:44:17,yzpt4,1971-09-04 20:13:22
2699,2699,2016-08-08 04:41:39,odaj,1990-01-25 17:52:58
12699,12699,2016-08-08 04:41:39,odaj1,1990-01-25 17:52:58
22699,22699,2016-08-08 04:41:39,odaj2,1990-01-25 17:52:58
32699,32699,2016-08-08 04:41:39,odaj3,1990-01-25 17:52:58
42699,42699,2016-08-08 04:41:39,odaj4,1990-01-25 17:52:58
2700,2700,2011-04-25 01:46:50,vrjk,2022-04-10 00:00:50
12700,12700,2011-04-25 01:46:50,vrjk1,2022-04-10 00:00:50
22700,22700,2011-04-25 01:46:50,vrjk2,2022-04-10 00:00:50
32700,32700,2011-04-25 01:46:50,vrjk3,2022-04-10 00:00:50
42700,42700,2011-04-25 01:46:50,vrjk4,2022-04-10 00:00:50
2701,2701,2007-10-09 01:05:03,qbbg,1986-02-25 17:43:37
12701,12701,2007-10-09 01:05:03,qbbg1,1986-02-25 17:43:37
22701,22701,2007-10-09 01:05:03,qbbg2,1986-02-25 17:43:37
32701,32701,2007-10-09 01:05:03,qbbg3,1986-02-25 17:43:37
42701,42701,2007-10-09 01:05:03,qbbg4,1986-02-25 17:43:37
2702,2702,1972-01-28 14:41:54,zkxp,2007-07-27 21:44:16
12702,12702,1972-01-28 14:41:54,zkxp1,2007-07-27 21:44:16
22702,22702,1972-01-28 14:41:54,zkxp2,2007-07-27 21:44:16
32702,32702,1972-01-28 14:41:54,zkxp3,2007-07-27 21:44:16
42702,42702,1972-01-28 14:41:54,zkxp4,2007-07-27 21:44:16
2703,2703,2007-05-27 10:39:31,podk,2022-04-01 09:40:56
12703,12703,2007-05-27 10:39:31,podk1,2022-04-01 09:40:56
22703,22703,2007-05-27 10:39:31,podk2,2022-04-01 09:40:56
32703,32703,2007-05-27 10:39:31,podk3,2022-04-01 09:40:56
42703,42703,2007-05-27 10:39:31,podk4,2022-04-01 09:40:56
2704,2704,1991-03-18 20:32:48,cesm,1999-04-28 01:03:08
12704,12704,1991-03-18 20:32:48,cesm1,1999-04-28 01:03:08
22704,22704,1991-03-18 20:32:48,cesm2,1999-04-28 01:03:08
32704,32704,1991-03-18 20:32:48,cesm3,1999-04-28 01:03:08
42704,42704,1991-03-18 20:32:48,cesm4,1999-04-28 01:03:08
2705,2705,1989-07-30 21:51:48,kiig,2002-11-23 02:38:07
12705,12705,1989-07-30 21:51:48,kiig1,2002-11-23 02:38:07
22705,22705,1989-07-30 21:51:48,kiig2,2002-11-23 02:38:07
32705,32705,1989-07-30 21:51:48,kiig3,2002-11-23 02:38:07
42705,42705,1989-07-30 21:51:48,kiig4,2002-11-23 02:38:07
2706,2706,2021-08-31 16:41:20,clxd,1981-06-27 18:19:46
12706,12706,2021-08-31 16:41:20,clxd1,1981-06-27 18:19:46
22706,22706,2021-08-31 16:41:20,clxd2,1981-06-27 18:19:46
32706,32706,2021-08-31 16:41:20,clxd3,1981-06-27 18:19:46
42706,42706,2021-08-31 16:41:20,clxd4,1981-06-27 18:19:46
2707,2707,2018-07-18 10:27:09,azmo,2024-12-20 08:37:18
12707,12707,2018-07-18 10:27:09,azmo1,2024-12-20 08:37:18
22707,22707,2018-07-18 10:27:09,azmo2,2024-12-20 08:37:18
32707,32707,2018-07-18 10:27:09,azmo3,2024-12-20 08:37:18
42707,42707,2018-07-18 10:27:09,azmo4,2024-12-20 08:37:18
2708,2708,2008-01-27 01:36:34,vfen,1984-07-22 09:04:53
12708,12708,2008-01-27 01:36:34,vfen1,1984-07-22 09:04:53
22708,22708,2008-01-27 01:36:34,vfen2,1984-07-22 09:04:53
32708,32708,2008-01-27 01:36:34,vfen3,1984-07-22 09:04:53
42708,42708,2008-01-27 01:36:34,vfen4,1984-07-22 09:04:53
2709,2709,1998-11-16 01:02:20,czcx,1998-07-21 17:22:18
12709,12709,1998-11-16 01:02:20,czcx1,1998-07-21 17:22:18
22709,22709,1998-11-16 01:02:20,czcx2,1998-07-21 17:22:18
32709,32709,1998-11-16 01:02:20,czcx3,1998-07-21 17:22:18
42709,42709,1998-11-16 01:02:20,czcx4,1998-07-21 17:22:18
2710,2710,2019-11-18 08:00:41,aqrx,2019-04-13 04:35:57
12710,12710,2019-11-18 08:00:41,aqrx1,2019-04-13 04:35:57
22710,22710,2019-11-18 08:00:41,aqrx2,2019-04-13 04:35:57
32710,32710,2019-11-18 08:00:41,aqrx3,2019-04-13 04:35:57
42710,42710,2019-11-18 08:00:41,aqrx4,2019-04-13 04:35:57
2711,2711,1982-02-11 16:14:14,ukyl,2001-05-08 00:31:58
12711,12711,1982-02-11 16:14:14,ukyl1,2001-05-08 00:31:58
22711,22711,1982-02-11 16:14:14,ukyl2,2001-05-08 00:31:58
32711,32711,1982-02-11 16:14:14,ukyl3,2001-05-08 00:31:58
42711,42711,1982-02-11 16:14:14,ukyl4,2001-05-08 00:31:58
2712,2712,2004-02-27 23:32:41,zkvf,2005-10-17 17:54:31
12712,12712,2004-02-27 23:32:41,zkvf1,2005-10-17 17:54:31
22712,22712,2004-02-27 23:32:41,zkvf2,2005-10-17 17:54:31
32712,32712,2004-02-27 23:32:41,zkvf3,2005-10-17 17:54:31
42712,42712,2004-02-27 23:32:41,zkvf4,2005-10-17 17:54:31
2713,2713,2001-11-06 16:18:14,yhtz,1975-03-24 21:51:50
12713,12713,2001-11-06 16:18:14,yhtz1,1975-03-24 21:51:50
22713,22713,2001-11-06 16:18:14,yhtz2,1975-03-24 21:51:50
32713,32713,2001-11-06 16:18:14,yhtz3,1975-03-24 21:51:50
42713,42713,2001-11-06 16:18:14,yhtz4,1975-03-24 21:51:50
2714,2714,2005-05-04 14:26:00,efsb,2021-12-04 00:54:11
12714,12714,2005-05-04 14:26:00,efsb1,2021-12-04 00:54:11
22714,22714,2005-05-04 14:26:00,efsb2,2021-12-04 00:54:11
32714,32714,2005-05-04 14:26:00,efsb3,2021-12-04 00:54:11
42714,42714,2005-05-04 14:26:00,efsb4,2021-12-04 00:54:11
2715,2715,1977-01-08 22:55:28,rjxw,1994-10-14 00:50:37
12715,12715,1977-01-08 22:55:28,rjxw1,1994-10-14 00:50:37
22715,22715,1977-01-08 22:55:28,rjxw2,1994-10-14 00:50:37
32715,32715,1977-01-08 22:55:28,rjxw3,1994-10-14 00:50:37
42715,42715,1977-01-08 22:55:28,rjxw4,1994-10-14 00:50:37
2716,2716,2022-03-26 05:50:33,tumu,1979-03-23 14:00:57
12716,12716,2022-03-26 05:50:33,tumu1,1979-03-23 14:00:57
22716,22716,2022-03-26 05:50:33,tumu2,1979-03-23 14:00:57
32716,32716,2022-03-26 05:50:33,tumu3,1979-03-23 14:00:57
42716,42716,2022-03-26 05:50:33,tumu4,1979-03-23 14:00:57
2717,2717,2007-02-10 10:40:44,lvwv,1984-05-14 06:44:29
12717,12717,2007-02-10 10:40:44,lvwv1,1984-05-14 06:44:29
22717,22717,2007-02-10 10:40:44,lvwv2,1984-05-14 06:44:29
32717,32717,2007-02-10 10:40:44,lvwv3,1984-05-14 06:44:29
42717,42717,2007-02-10 10:40:44,lvwv4,1984-05-14 06:44:29
2718,2718,2001-04-21 17:47:47,fuls,1991-05-18 17:40:49
12718,12718,2001-04-21 17:47:47,fuls1,1991-05-18 17:40:49
22718,22718,2001-04-21 17:47:47,fuls2,1991-05-18 17:40:49
32718,32718,2001-04-21 17:47:47,fuls3,1991-05-18 17:40:49
42718,42718,2001-04-21 17:47:47,fuls4,1991-05-18 17:40:49
2719,2719,1984-11-03 00:55:09,yzer,2009-10-12 00:32:59
12719,12719,1984-11-03 00:55:09,yzer1,2009-10-12 00:32:59
22719,22719,1984-11-03 00:55:09,yzer2,2009-10-12 00:32:59
32719,32719,1984-11-03 00:55:09,yzer3,2009-10-12 00:32:59
42719,42719,1984-11-03 00:55:09,yzer4,2009-10-12 00:32:59
2720,2720,2024-03-15 03:44:43,ther,1971-12-20 09:40:41
12720,12720,2024-03-15 03:44:43,ther1,1971-12-20 09:40:41
22720,22720,2024-03-15 03:44:43,ther2,1971-12-20 09:40:41
32720,32720,2024-03-15 03:44:43,ther3,1971-12-20 09:40:41
42720,42720,2024-03-15 03:44:43,ther4,1971-12-20 09:40:41
2721,2721,2010-04-09 02:33:21,mtyy,1988-10-28 20:13:20
12721,12721,2010-04-09 02:33:21,mtyy1,1988-10-28 20:13:20
22721,22721,2010-04-09 02:33:21,mtyy2,1988-10-28 20:13:20
32721,32721,2010-04-09 02:33:21,mtyy3,1988-10-28 20:13:20
42721,42721,2010-04-09 02:33:21,mtyy4,1988-10-28 20:13:20
2722,2722,1995-01-13 00:47:45,fuwi,1975-08-20 15:48:41
12722,12722,1995-01-13 00:47:45,fuwi1,1975-08-20 15:48:41
22722,22722,1995-01-13 00:47:45,fuwi2,1975-08-20 15:48:41
32722,32722,1995-01-13 00:47:45,fuwi3,1975-08-20 15:48:41
42722,42722,1995-01-13 00:47:45,fuwi4,1975-08-20 15:48:41
2723,2723,2020-02-17 17:04:07,qdam,2008-09-14 17:28:04
12723,12723,2020-02-17 17:04:07,qdam1,2008-09-14 17:28:04
22723,22723,2020-02-17 17:04:07,qdam2,2008-09-14 17:28:04
32723,32723,2020-02-17 17:04:07,qdam3,2008-09-14 17:28:04
42723,42723,2020-02-17 17:04:07,qdam4,2008-09-14 17:28:04
2724,2724,1980-06-16 04:37:18,xhfu,1982-08-05 09:32:54
12724,12724,1980-06-16 04:37:18,xhfu1,1982-08-05 09:32:54
22724,22724,1980-06-16 04:37:18,xhfu2,1982-08-05 09:32:54
32724,32724,1980-06-16 04:37:18,xhfu3,1982-08-05 09:32:54
42724,42724,1980-06-16 04:37:18,xhfu4,1982-08-05 09:32:54
2725,2725,1974-12-23 22:00:22,rpox,2001-12-27 00:09:31
12725,12725,1974-12-23 22:00:22,rpox1,2001-12-27 00:09:31
22725,22725,1974-12-23 22:00:22,rpox2,2001-12-27 00:09:31
32725,32725,1974-12-23 22:00:22,rpox3,2001-12-27 00:09:31
42725,42725,1974-12-23 22:00:22,rpox4,2001-12-27 00:09:31
2726,2726,2009-07-31 13:54:57,mtxv,2020-04-10 21:21:18
12726,12726,2009-07-31 13:54:57,mtxv1,2020-04-10 21:21:18
