"Campus","Year","Faculty",
"2061","2013","1863.64",
"2062","2007","6430262.6619265",
"2063","2023","43791211.1018",
"2064","1990","47895146.2",
"2065","2017","38239271.297548",
"2066","1987","9214.7",
"2067","2011","0",
"2068","1979","347974.519",
"2069","2015","539562079.58415",
"2070","1989","443862065.2",
"2071","2000","0",
"2072","1995","3.33352",
"2073","1991","0",
"2074","2001","36728986.623572",
"2075","1973","4011885.8",
"2076","1981","6.45",
"2077","1986","95574495.544283",
"2078","2025","0",
"2079","2007","0",
"2080","2006","16.4",
"2081","1992","566824.0924",
"2082","2005","8623.90577758",
"2083","2012","109218.56",
"2084","1975","10711422.745283",
"2085","1972","0",
"2086","1986","412.704641",
"2087","1992","4.52227256",
"2088","1975","45300.05034963",
"2089","1985","92.45",
"2090","2006","461.555",
"2091","2019","0.604264",
"2092","2015","1642443.99",
"2093","1980","29405609.95522",
"2094","2005","10695186.36119",
"2095","1971","2.3036",
"2096","1985","65380.645",
"2097","2014","3892980.02",
"2098","1979","36.9127",
"2099","1981","3998846.5002",
"2100","1994","83603134.7871",
"2101","2010","1580550.7504478",
"2102","2005","0",
"2103","2024","244366.68278",
"2104","1997","8.9",
"2105","2008","58583.365514",
"2106","2017","2522.1",
"2107","2013","232723083.69",
"2108","1985","435.556716",
"2109","1990","1140.1295",
"2110","2008","34830728.210889",
"2111","2001","5.15",
"2112","2013","5.6157",
"2113","1977","243439114.42",
"2114","1985","332559539.83199",
"2115","1992","71710.66",
"2116","1972","477.07781694",
"2117","2015","1684.658094535",
"2118","1992","5972217.8694012",
"2119","1978","2144.106",
"2120","1972","118164.77909",
"2121","1993","4.3",
"2122","1996","11047",
"2123","1974","9.93531",
"2124","2000","0",
"2125","1984","271655.1",
"2126","1981","134339863.2",
"2127","1983","43274171.244569",
"2128","2006","22942364.34",
"2129","2021","54284077.288",
"2130","2023","293667.17",
"2131","1994","92878265.648",
"2132","1985","454.14475",
"2133","2017","1.09248436",
"2134","2012","2126.734086",
"2135","2015","2",
"2136","1998","82304618.46",
"2137","2003","4.04",
"2138","2003","56372282.307",
"2139","1979","1.5",
"2140","1995","2453.1",
"2141","1982","449.9405843",
"2142","2008","0",
"2143","2004","61.195501",
"2144","2018","213189541.8546",
"2145","1985","8990355.81",
"2146","2012","9205.877",
"2147","2024","226.6010752",
"2148","1983","322.9",
"2149","1994","1643.1",
"2150","2010","574098",
"2151","2020","203.46472",
"2152","1995","0",
"2153","2015","23591.78",
"2154","2024","0",
"2155","1990","300786.72",
"2156","2014","105.0381888",
"2157","2020","776.480814",
"2158","1991","0",
"2159","2008","0.648",
"2160","1981","0",
"2161","1973","6",
"2162","1982","53116.76194",
"2163","2002","0.111444",
"2164","1985","73467699.08",
"2165","2003","0",
"2166","1982","0",
"2167","1999","0",
"2168","2024","134660891.59472",
"2169","1994","59898.146",
"2170","1982","3698.207572",
"2171","2016","8.413637",
"2172","2012","1.83",
"2173","2014","3246436.970504",
"2174","1983","10182552",
"2175","1982","2757408.0438594",
"2176","2002","49.9",
"2177","2022","452771.32089938",
"2178","1977","1374.00533073",
"2179","2007","17588.212",
"2180","1992","8.24",
"2181","1974","8.13271",
"2182","2014","14.9986",
"2183","1982","0",
"2184","2022","29.205869",
"2185","1981","3.3856905",
"2186","2022","36255.893609596",
"2187","1984","0.3847",
"2188","2008","40.9",
"2189","2000","15129.63",
"2190","1993","0",
"2191","2019","2053.68032412",
"2192","2012","72.21",
"2193","2003","30365.291",
"2194","2006","1987.12",
"2195","1991","57425038.249132",
"2196","1999","0",
"2197","2008","606.287",
"2198","2023","10316743",
"2199","2019","0",
"2200","2009","3809071.4662",
"2201","1975","76977348.396",
"2202","1978","18482.914",
"2203","2004","0.69583",
"2204","1984","230.30228",
"2205","2017","12.55482838",
"2206","2009","1542051.62",
"2207","2010","644",
"2208","1970","197408.36343842",
"2209","1973","4748736.565",
"2210","2007","270.3117694",
"2211","2007","16.646",
"2212","1985","14.5",
"2213","1978","45.50022",
"2214","1976","299770598.4439",
"2215","1996","4078.3086",
"2216","1995","130.2005",
"2217","1997","0",
"2218","2025","1.71279322",
"2219","1988","86",
"2220","1982","3589.4132",
"2221","2011","545.954863",
"2222","2017","56912.66443",
"2223","1987","270.7118",
"2224","1990","155",
"2225","2010","393.15",
"2226","2020","776.11",
"2227","1979","9.6914",
"2228","1989","0.4",
"2229","1994","55501.53119",
"2230","2023","336152.5224248",
"2231","1998","992.366",
"2232","2018","197707.16",
"2233","1992","149228",
"2234","1974","413424.52429",
"2235","1975","0",
"2236","1983","269209634.88548",
"2237","2011","125699800.1273",
"2238","1986","20436833.18504",
"2239","1989","72697812",
"2240","2016","82585567.05",
"2241","2013","4324.843698",
"2242","1991","0.95898",
"2243","2010","1",
"2244","2016","196558.6149154",
"2245","1989","46701592.677",
"2246","1979","35170687.331748",
"2247","1987","697039.8834915",
"2248","1996","1728",
"2249","1973","480772.70485639",
"2250","2009","0",
"2251","2016","242335796.18768",
"2252","1997","74213041.13",
"2253","2001","464819.6638",
"2254","2022","144798",
"2255","1997","6245728.9969287",
"2256","1997","108116.917951",
"2257","1988","589.16",
"2258","2002","2567260.1",
"2259","1989","5734245.34",
"2260","1979","0",
"2261","2003","32643.70542796",
"2262","1998","37542050.7",
"2263","1974","0",
"2264","1991","1188.80134615",
"2265","1999","35207731.648",
"2266","2002","0.97",
"2267","1998","0",
"2268","1990","555429.495",
"2269","2017","16450",
"2270","2008","58107237.4671",
"2271","2022","3729325.2",
"2272","2010","702.45",
"2273","1978","285.78",
"2274","2021","0",
"2275","2003","915.6139",
"2276","1980","1627229.1509869",
"2277","2018","93.228072",
"2278","1994","47572.879548833",
"2279","2009","27277663",
"2280","2023","0",
"2281","2003","44052.728",
"2282","1972","36152.192045",
"2283","2021","19433",
"2284","1983","219847397.52321",
"2285","1978","1",
"2286","1979","16441122.032575",
"2287","1994","1",
"2288","1978","2.33",
"2289","1975","4967",
"2290","1980","2",
"2291","2023","5.2877",
"2292","2015","7428.3574423",
"2293","1979","34901338.611854",
"2294","2015","51092",
"2295","2022","479.118",
"2296","1982","25.6138844",
"2297","1979","3027.457",
"2298","1982","0",
"2299","2005","56299.463125",
"2300","1997","0.579491",
"2301","1994","324001.9076",
"2302","2022","67156.07548",
"2303","1981","551.85424",
"2304","1990","2.833",
"2305","1986","2.9",
"2306","2002","159264814.4",
"2307","1989","2217.72155687",
"2308","1970","196213510.72052",
"2309","2005","606.9",
"2310","2020","2134104.304",
"2311","2018","2.399961",
"2312","2024","4133.8",
"2313","2009","807595.9",
"2314","2015","53494850",
"2315","2001","3174.3253",
"2316","2006","32538.04",
"2317","1976","426.900094",
"2318","2019","361.936141833",
"2319","1993","74.62101304",
"2320","1992","867329.67201652",
"2321","1982","581721.131378",
"2322","2010","0",
"2323","2011","289384.9155",
"2324","1993","805233.35489358",
"2325","2021","874476.5478",
"2326","2018","128686956.44374",
"2327","1972","4361.5650901",
"2328","1999","9.4",
"2329","2014","6.55262672",
"2330","1996","793205.56882",
"2331","2007","67231.60052",
"2332","2021","0",
"2333","2012","13",
"2334","1986","0",
"2335","1987","134994.6",
"2336","1997","7558192.600461",
"2337","1983","235710.87507153",
"2338","2002","0",
"2339","2014","77",
"2340","1979","74240837.737972",
"2341","1970","54869827.7965",
"2342","2004","44435552.42",
"2343","1979","2180.4",
"2344","1980","7702686.965895",
"2345","2009","83569",
"2346","1995","2.540522029",
"2347","2006","693",
"2348","1972","0",
"2349","2000","19479043",
"2350","1975","2.08064823",
"2351","2009","0",
"2352","1994","2770665.115842",
"2353","1986","43295592.387813",
"2354","1978","412.4892138",
"2355","2013","284602514.31102",
"2356","1992","0",
"2357","2011","3426047.740743",
"2358","2005","17236471.63452",
"2359","1973","817699.5",
"2360","1991","17.0288",
"2361","1983","9.62872448",
"2362","2022","3.7996752",
"2363","2018","73963821.8",
"2364","1983","1508267.8609568",
"2365","2004","18.9",
"2366","1972","2.96",
"2367","2002","232683.86905854",
"2368","1971","3",
"2369","1979","37867226.77",
"2370","2012","46.82548",
"2371","2021","2241818.16117",
"2372","2021","3014777.1577629",
"2373","1996","52590897",
"2374","1995","65932105.515813",
"2375","2006","358312146.94799",
"2376","2022","0",
"2377","2025","576183.9333396",
"2378","2011","421109391.77436",
"2379","2016","103528781.6655",
"2380","2025","3379",
"2381","1972","411271.20854",
"2382","1983","17773747.6",
"2383","2012","109861102.991",
"2384","1983","48",
"2385","1999","0",
"2386","2008","973.745845279",
"2387","1983","440537.9916",
"2388","2021","0.95022732",
"2389","1974","141",
"2390","2002","0",
"2391","2008","51482.252251",
"2392","1983","13612142.012031",
"2393","1983","425510.62935",
"2394","2021","4480.52",
"2395","1992","141716096.68",
"2396","1986","517818.48686355",
"2397","1976","11.9322",
"2398","1984","1228.197614766",
"2399","2019","0.2402",
"2400","1993","401115081.11642",
"2401","2011","3.757563805",
"2402","1999","14.44665",
"2403","1977","16.94274",
"2404","1988","915777.6845",
"2405","2019","73.2243136",
"2406","1984","212700967.73242",
"2407","2006","32.153",
"2408","2018","422.949071",
"2409","2011","1314275.33434",
"2410","2009","3679",
"2411","1976","2849524.3",
"2412","1988","4.3",
"2413","2000","26",
"2414","2023","29144.5",
"2415","1977","3746215.43",
"2416","1978","10.03",
"2417","1996","156878.47515",
"2418","1989","909.3",
"2419","1998","896797.75536398",
"2420","1972","6041.47",
"2421","2013","81092798.734436",
"2422","1990","40.87439119",
"2423","1997","178558880.47819",
"2424","2017","33831117.89",
"2425","1982","53.5518",
"2426","2012","31922.70357",
"2427","1971","1.039763942",
"2428","1982","438165.25",
"2429","2005","0.335",
"2430","1981","324.800444604",
"2431","1986","44810.12186",
"2432","1997","1872712.2364033",
"2433","2008","3.15",
"2434","1986","248.269581",
"2435","2025","0",
"2436","2017","4736.66253895",
"2437","1986","68",
"2438","1988","1459290.86289",
"2439","1994","2518.159",
"2440","1976","221038856.76528",
"2441","2012","0.98213",
"2442","1991","64.258344784",
"2443","1985","4",
"2444","1991","2.5286",
"2445","2024","3.08066",
"2446","1982","42135.611",
"2447","1970","210.1344",
"2448","1992","18697.051",
"2449","1978","260.1643",
"2450","2012","6.512026",
"2451","2011","2.64871",
"2452","1990","0",
"2453","2013","9",
"2454","1974","141.7",
"2455","2003","7192618.274",
"2456","2018","0.549",
"2457","2011","252318.21",
"2458","1990","41.9",
"2459","2014","110.4237",
"2460","1978","11922408.2526",
"2461","2012","0",
"2462","2005","25738550.23",
"2463","2016","6270340.2248",
"2464","1997","1860792.889",
"2465","1984","590283.778112",
"2466","2019","75903127.195",
"2467","1976","2.266412",
"2468","1981","2522.916812",
"2469","1997","36501",
"2470","2025","4669677.65599",
"2471","2023","653557.48568171",
"2472","2004","3853.65344707",
"2473","2000","171507395.8555",
"2474","2004","792.7845",
"2475","1992","45832.8996",
"2476","2014","2282.9734",
"2477","2008","2628.9297744",
"2478","2001","1059945.36",
"2479","2015","2503.8",
"2480","2012","0",
"2481","2020","56270296.6168",
"2482","1995","0",
"2483","1989","31155332.73824",
"2484","2003","8347093.321526",
"2485","1990","13291.604",
"2486","2005","1",
"2487","2024","9.573",
"2488","1990","236879.06",
"2489","2002","36758.464935689",
"2490","1977","27122.5",
"2491","1984","4498232.45259",
"2492","2016","9795.39869",
"2493","2014","27962986.99023",
"2494","2011","11526847.035611",
"2495","1972","14840886.0765",
"2496","1971","9.33",
"2497","1981","1888",
"2498","2011","89.57679137",
"2499","1970","0.812852",
"2500","1977","119976.2451",
"2501","1990","5851887.8571837",
"2502","2005","1627910.214",
"2503","2024","32.38645",
"2504","2008","33954.698741",
"2505","2015","308357709.98276",
"2506","2013","52101.75686962",
"2507","2007","315117.18",
"2508","2004","713059.73987",
"2509","2001","342.2",
"2510","2016","5112307.9",
"2511","1989","187922.787",
"2512","1982","598.708692899",
"2513","1988","4208",
"2514","1993","342923.9143601",
"2515","1991","20179.393234",
"2516","2014","117197712.3",
"2517","2004","15.2",
"2518","1970","253168.4",
"2519","1981","71.51394",
"2520","1977","656.637071",
"2521","2018","5.565397",
"2522","2019","8320.755",
"2523","2013","2015166.5",
"2524","1993","61033953.38",
"2525","2017","574",
"2526","1973","376270964.3504",
"2527","2023","0",
"2528","2013","2201004.2",
"2529","1979","79.14357",
"2530","2025","2.248323",
"2531","1976","506326.53065",
"2532","2003","0.065384",
"2533","1976","62.19726",
"2534","2018","3396318.347517",
"2535","2019","6965.179778",
"2536","1992","0",
"2537","1985","2070868.26",
"2538","1987","787.6942",
"2539","1993","3343.299250889",
"2540","1994","0",
"2541","1987","37765159.051764",
"2542","1993","563.64",
"2543","1996","3882.591",
"2544","1991","288455794.6",
"2545","1970","2034.9267",
"2546","2016","0",
"2547","2006","0",
"2548","2004","4824538.20108",
"2549","2009","79276291",
"2550","2019","251543.69",
"2551","2008","24905820.095757",
"2552","2013","0",
"2553","1970","2564.9",
"2554","2011","30174126.8",
"2555","1994","2.437877602",
"2556","1993","14762187.19427",
"2557","2001","0.82",
"2558","1994","144938416.30331",
"2559","1996","557.060299",
"2560","2004","64172771.6704",
"2561","1987","736196.49",
"2562","1976","4772.7301969",
"2563","1990","489.399084",
"2564","2007","43866.4554",
"2565","2021","330761308.13258",
"2566","1998","553574",
"2567","1975","2.55",
"2568","2016","417470.09827",
"2569","1994","409.5213",
"2570","1996","25.6",
"2571","2018","13605177.7",
"2572","1974","44323557.5068",
"2573","2021","2417435.8",
"2574","1972","3184.14",
"2575","1991","30894616.735082",
"2576","1982","299433.30857558",
"2577","1987","90.4531",
"2578","1980","4.02950412",
"2579","2005","5.24484226",
"2580","1974","0",
"2581","1993","18814128.98",
"2582","1980","1456.3961",
"2583","2006","0",
"2584","1985","33808.05",
"2585","2005","0.9556",
"2586","2013","0",
"2587","2010","311777.678852",
"2588","2018","0",
"2589","2006","6553147.9505842",
"2590","1972","4882500.57",
"2591","1987","4.877069673",
"2592","2017","253287503.2",
"2593","1995","0",
"2594","1991","3",
"2595","2025","12774659.52",
"2596","1980","3.4018956",
"2597","2005","6.5",
"2598","1972","2379015.993",
"2599","1987","509.00232",
"2600","1992","19963808",
"2601","2012","346.870244724",
"2602","1974","349.26",
"2603","1975","1.1642462",
"2604","1980","0",
"2605","2002","276204.993",
"2606","1979","11794443.4",
"2607","2019","616.42842",
"2608","2010","0",
"2609","2006","0",
"2610","1994","47551966.954477",
"2611","2021","160953720.48993",
"2612","2019","2876.3467768",
"2613","2025","638255.475",
"2614","1970","655385.3",
"2615","2017","15476715.1",
"2616","1976","676852.2579",
"2617","1989","596.829382817",
"2618","1990","3.349",
"2619","1981","4748311.121",
"2620","1987","378.0360812",
"2621","1997","102633453.156",
"2622","2025","34978876",
"2623","2020","1.5471",
"2624","2015","417118.034",
"2625","1994","563104.3544877",
"2626","1988","108637445",
"2627","2005","158775.9299",
"2628","2003","4305521.5107011",
"2629","1976","6.59697622",
"2630","1986","214.13",
"2631","1993","366.49601668",
"2632","1999","91.28823507",
"2633","1999","4743350.46",
"2634","2022","3",
"2635","1988","4782.463",
"2636","2017","10847674.719153",
"2637","2007","5279.684918",
"2638","2023","2733258.6801",
"2639","1978","260097.36",
"2640","2014","165.9",
"2641","1982","479914.1503",
"2642","2006","68.12245235",
"2643","1975","8928.984666",
"2644","2011","0",
"2645","1987","108.27649",
"2646","2025","1406.087111843",
"2647","1976","354658.49789315",
"2648","2022","14519.868429575",
"2649","1993","3.361270071",
"2650","1984","525425.68964984",
"2651","2002","1962.353",
"2652","1982","0.17751",
"2653","2017","781668657.098",
"2654","2007","52677747.270925",
"2655","2010","1.140389",
"2656","1985","0",
"2657","1980","566783506.45",
"2658","2009","0",
"2659","1985","2.9",
"2660","1975","406159001.3091",
"2661","1973","162657.68",
"2662","1985","1626.6",
"2663","1983","0.9733",
"2664","2025","8.98747757",
"2665","1977","18140987.6",
"2666","1989","6865337.8458168",
"2667","1999","1761095",
"2668","1983","3558625.101",
"2669","2007","2916328.4631998",
"2670","2024","58.831",
"2671","2000","311012856.78703",
"2672","1972","35879.81",
"2673","1980","70050.440468034",
"2674","2025","179746.1734514",
"2675","1990","4793.3",
"2676","1992","146165727.45507",
"2677","2000","1163.836802",
"2678","2011","448154716",
"2679","2010","606.01247198",
"2680","2015","567956.1784",
"2681","2025","0",
"2682","2009","6151839.3271427",
"2683","1997","5016.75578",
"2684","1992","167003293.0054",
"2685","2015","317.40028283",
"2686","2008","7180.61156",
"2687","1998","119.7789147",
"2688","2018","44540",
"2689","2012","772586.54",
"2690","2006","0.96132894",
"2691","2017","262691",
"2692","1994","7823.32321",
"2693","1982","401015.56343",
"2694","1977","18.91764",
"2695","2001","8695113",
"2696","2024","247929687",
"2697","1973","0",
"2698","1978","62076.36",
"2699","2024","15",
"2700","2002","8085.127077",
"2701","2019","611900.819696",
"2702","2011","1268",
"2703","1974","3.1",
"2704","1974","122.77",
"2705","2024","13611.243",
"2706","1998","290.2962557",
"2707","1970","0",
"2708","2000","6.18",
"2709","1998","27.019296",
"2710","2012","48782.83",
"2711","2011","0.8288",
"2712","1981","65541.95",
"2713","1992","10968919.555",
"2714","2007","1013.6",
"2715","1985","267396557.91622",
"2716","2021","38837560.990847",
"2717","1971","46842055.95387",
"2718","2004","3429.0406987",
"2719","2003","1051",
"2720","2021","2",
"2721","1988","585953.3",
"2722","1980","958",
"2723","1994","5930387.5584626",
"2724","1989","5016.9923748",
"2725","2011","6225.84",
"2726","2021","50.43772042",
"2727","2018","465832688.5",
"2728","1984","41729.27",
"2729","2017","2542712.66",
"2730","2004","15627.6386",
"2731","1993","72874.76",
"2732","2004","0",
"2733","2025","1.44367192",
"2734","2023","0.759328",
"2735","2013","241814.7031345",
"2736","1978","9.089132",
"2737","1976","40.72",
"2738","2004","3996.89",
"2739","1993","326539.8",
"2740","1990","171",
"2741","1971","90120.149",
"2742","1974","61",
"2743","2014","25.169",
"2744","2007","326950.67",
"2745","1970","0",
"2746","1991","6087334.7",
"2747","1984","328736505.69824",
"2748","2012","0",
"2749","1985","197453720.15396",
"2750","2016","458262778.45",
"2751","2023","158237.76312422",
"2752","1975","566699.76963",
"2753","2024","0",
"2754","2006","104.10645",
"2755","2020","32182203.45518",
"2756","1974","0",
"2757","1982","10.3452582",
"2758","1984","0",
"2759","1972","26.5248471",
"2760","1980","32055307.031901",
"2761","1979","0",
"2762","1987","141759963.11",
"2763","2019","2302312.05",
"2764","2023","1731.58422969",
"2765","1990","19232111.88",
"2766","1972","316157",
"2767","1975","20843.9493",
"2768","1982","35.9",
"2769","1991","29853.014830441",
"2770","2010","323153.6549298",
"2771","1982","300112.905464",
"2772","2022","16900306",
"2773","1986","0",
"2774","1990","2712.1135172",
"2775","1977","275.7",
"2776","2011","93227242.371",
"2777","1984","425",
"2778","1986","173281877.19012",
"2779","1977","12.0313116",
"2780","1996","0",
"2781","1987","0",
"2782","2011","1559.8168",
"2783","2013","3502668.59",
"2784","1973","28081060.130325",
"2785","1998","2.4328",
"2786","1984","703783863.4514",
"2787","2009","105439.91",
"2788","2008","40.2",
"2789","2025","47.41860726",
"2790","1974","476697968.22693",
"2791","1970","8.58896",
"2792","2024","0",
"2793","2021","37439.242309546",
"2794","2016","27023.6462",
"2795","2019","2.186",
"2796","1993","0",
"2797","2011","0",
"2798","2023","354011",
"2799","1990","0",
"2800","2002","657199.32383",
"2801","2023","0.5",
"2802","2011","134.077650677",
"2803","2024","13.8908926",
"2804","2021","0.9",
"2805","1998","2.161542495",
"2806","1977","7.5",
"2807","2019","1.17448",
"2808","1977","1607066.12855",
"2809","1986","210080.0766254",
"2810","1985","1438605",
"2811","1982","7.874",
"2812","2020","218576907.65173",
"2813","1971","0",
"2814","2001","607160678.36857",
"2815","2006","0",
"2816","1998","1.7",
"2817","1993","37077021.22312",
"2818","1984","54.747",
"2819","2018","4951.668",
"2820","1997","159.3164919",
"2821","2023","27.16",
"2822","2021","7.47936",
"2823","1983","84995.23",
"2824","2001","0",
"2825","1977","4.1",
"2826","1980","14262749.398406",
"2827","1977","2942241.4",
"2828","1998","695377424.422",
"2829","2012","0",
"2830","1984","197270.175995",
"2831","2014","406336316.52609",
"2832","1979","0",
"2833","2020","37713031.2",
"2834","1982","522.70944655",
"2835","2005","27.1168",
"2836","1995","180",
"2837","1984","14656429.9295",
"2838","1970","50411.18924",
"2839","2006","37.270662217",
"2840","1997","1.074947837",
"2841","2002","47328.370316995",
"2842","1984","0.885",
"2843","2019","1398775.1258",
"2844","1994","13415.253374912",
"2845","2017","2.205766",
"2846","2019","172",
"2847","2001","92.31",
"2848","2012","38250123.64577",
"2849","2005","1096148.5478343",
"2850","1999","0",
"2851","1988","4.8193",
"2852","2013","28",
"2853","1987","6723.67304604",
"2854","1987","4327.5793458",
"2855","2003","0",
"2856","1993","670716.336406",
"2857","2022","29562.81324",
"2858","2023","0",
"2859","1986","26",
"2860","1977","10052956.22373",
"2861","2010","557645771.9",
"2862","1979","2073801.1",
"2863","2022","126976.37",
"2864","1986","7366.029476221",
"2865","1995","3.8",
"2866","1983","357",
"2867","1998","6.9888",
"2868","2007","136769800.50777",
"2869","1992","9278.37691532",
"2870","1988","2059",
"2871","1999","1510.208418",
"2872","1974","2121251.786",
"2873","2009","551646.05753",
"2874","2015","21",
"2875","2022","0",
"2876","2014","11708.4308195",
"2877","1973","0",
"2878","1975","36016545.14",
"2879","2022","0",
"2880","1970","4.4857",
"2881","1983","0",
"2882","1978","254.242105",
"2883","2002","311310.51",
"2884","1986","84.73078",
"2885","1987","728378797",
"2886","1992","13805566.1",
"2887","2010","294.2474",
"2888","1987","0",
"2889","1991","303935",
"2890","1984","3028.311029408",
"2891","1989","0.94",
"2892","2017","0",
"2893","2022","1.4",
"2894","2009","0",
"2895","2022","21787.56048177",
"2896","2008","1537.867967",
"2897","2012","43.991",
"2898","1977","37.111486",
"2899","1997","259839126.52183",
"2900","2023","24557974.9",
"2901","2020","535191.53059671",
"2902","1977","282873115.1103",
"2903","1994","10965921.39",
"2904","2015","13.98",
"2905","1995","1489353.542",
"2906","2000","906.3",
"2907","2014","95843.69",
"2908","2005","19.979966488",
"2909","2006","0",
"2910","1996","6.2522636",
"2911","2001","7.107484",
"2912","1979","164731.9",
"2913","2014","30752.78337",
"2914","2011","14070.203889",
"2915","1982","4.1066",
"2916","1974","3726.669",
"2917","1978","0",
"2918","1982","75.936160291",
"2919","2023","36472721.20513",
"2920","2017","656",
"2921","1984","0",
"2922","1990","0.38945",
"2923","1972","296.901482",
"2924","1970","7952",
"2925","1992","8.23092",
"2926","2019","8852771.16138",
"2927","2020","4891.8",
"2928","1987","0",
"2929","1976","4.349409968",
"2930","1974","1652.82",
"2931","2008","5.730371653",
"2932","2006","14737",
"2933","2023","343.461",
"2934","1998","4351323.8645765",
"2935","1980","48252.463708",
"2936","2021","643257.41059",
"2937","1984","15547876.511273",
"2938","1974","5.33",
"2939","1977","28803764.049",
"2940","1972","23.2852",
"2941","1993","2.218",
"2942","1982","461.68426",
"2943","1987","123192.328263",
"2944","2016","49447.42973",
"2945","1970","2333298.2982197",
"2946","1999","57161.169131345",
"2947","1994","730.9590105",
"2948","1998","28.56",
"2949","1999","920329.954",
"2950","1973","0",
"2951","2004","29580068.15763",
"2952","1984","12.7461783",
"2953","1973","25284.4",
"2954","1974","6.57785",
"2955","2016","58865349.72577",
"2956","2020","447502.3942",
"2957","1982","4584.212094",
"2958","1998","7.736",
"2959","1994","69972173.393454",
"2960","2000","0",
"2961","1990","543938.1414571",
"2962","2011","29.713129",
"2963","1974","184532",
"2964","1979","49614708.744",
"2965","2014","16.0659",
"2966","2000","11.188934",
"2967","1988","44.88334",
"2968","1980","2414.0902383",
"2969","2010","146.5487",
"2970","1982","1.9581591",
"2971","1995","17174103",
"2972","2008","47540.42485",
"2973","2025","93312.4362",
"2974","1986","2",
"2975","2007","272678043.421",
"2976","1990","0",
"2977","1988","0",
"2978","2021","142158.7",
"2979","1980","11.260049",
"2980","1994","0",
"2981","1978","10.464985971",
"2982","2017","506390.66789",
"2983","2003","25.7",
"2984","2012","0",
"2985","2025","26.7431951",
"2986","2008","0",
"2987","1982","37673.2169",
"2988","2017","0",
"2989","2025","6.88091998",
"2990","2017","2.379180533",
"2991","2015","3053381.6860527",
"2992","1984","5.31",
"2993","2024","5396.716928607",
"2994","1987","1.38706",
"2995","2006","0",
"2996","2014","138283.1095",
"2997","2021","528039.0994104",
"2998","2021","0",
"2999","2021","452307.24",
"3000","2008","0",
"3001","1971","7015.8",
"3002","1981","32053724.016",
"3003","2004","4698.213957361",
"3004","1999","1",
"3005","1984","4.8774",
"3006","2020","0",
"3007","1974","2.769489",
"3008","1982","186326.139",
"3009","1974","19.45862",
"3010","2021","11328.586625",
"3011","1981","12.8",
"3012","1988","10059.991266948",
"3013","2015","31588.625195987",
"3014","2018","95062.9781687",
"3015","2023","91.619",
"3016","1976","56307632.443325",
"3017","1991","25.84",
"3018","1984","46811388.827686",
"3019","2025","0.96",
"3020","1994","13",
"3021","1981","528.533235",
"3022","1974","0",
"3023","1984","10842935.19638",
"3024","2017","15.10945",
"3025","2009","1110.18",
"3026","1977","26470.0842171",
"3027","1984","3.954223205",
"3028","2007","49044591.093957",
"3029","2002","1.02",
"3030","2014","9546.913144",
"3031","1984","511.496",
"3032","2009","4716.5",
"3033","2006","2964968.2220497",
"3034","1976","3946.47368686",
"3035","1997","1",
"3036","1978","73358.492",
"3037","2017","14968.096140488",
"3038","1988","669.605416751",
"3039","1975","2018386.1667446",
"3040","1994","612458.5",
"3041","1991","138625.72345757",
"3042","2014","273117057",
"3043","1987","1356305.784",
"3044","1970","424",
"3045","1979","27095182",
"3046","1974","0",
"3047","1970","81.56071",
"3048","2004","679.416314349",
"3049","2017","489013.82",
"3050","1993","4801658.782783",
"3051","1981","4532922.534",
"3052","1973","17680848",
"3053","2018","819090.41176047",
"3054","1973","5962282.164308",
"3055","2015","81.64373609",
"3056","1978","0",
"3057","1989","131377996.48986",
"3058","1997","5350284.6448",
"3059","2025","81961109.8",
"3060","2008","2568100",
"3061","1999","33519.2803245",
"3062","1972","390",
"3063","1984","0",
"3064","2009","120458.17779464",
"3065","2021","737.88948856",
"3066","2013","1",
"3067","1976","0",
"3068","2007","190778.615",
"3069","1983","1610.9688",
"3070","1999","325.23",
"3071","1993","33.67705546",
"3072","2014","2.049337",
"3073","2022","31495.8",
"3074","2011","1047055",
"3075","1986","0",
"3076","2006","144242.977",
"3077","1971","43920038.35278",
"3078","1972","1148.48458838",
"3079","2011","0",
"3080","2009","1121639.101114",
"3081","1998","5779.085678",
"3082","1999","35496958.620773",
"3083","2000","2866.63",
"3084","2015","166577878.82788",
"3085","2025","0.94537",
"3086","2003","6809780",
"3087","1972","0",
"3088","2007","105045.13",
"3089","2016","353216.40919",
"3090","1991","75.781532",
"3091","1974","0.8206",
"3092","1990","492.971",
"3093","2000","7.25524174",
"3094","1991","446.767957745",
"3095","2004","0",
"3096","1972","1.597251",
"3097","2016","0.9542966",
"3098","2012","412803.01771",
"3099","1979","468274291.2",
"3100","1984","47477.749",
"3101","1991","2.28041",
"3102","1994","211109.4157427",
"3103","2014","39170.92",
"3104","2012","0.7989",
"3105","2018","440183.7734999",
"3106","1984","1653426",
"3107","1970","3",
"3108","2001","293217.5",
"3109","1977","21098.8",
"3110","2003","856490711.80425",
"3111","1977","198.4",
"3112","2014","0",
"3113","2008","0",
"3114","1971","602.1898663",
"3115","2018","1.97948036",
"3116","2004","43985353.455203",
"3117","2013","236390669.4",
"3118","2011","4964",
"3119","2014","23833.2",
"3120","1985","3.83269",
"3121","2001","2839253",
"3122","2005","4.278",
"3123","2000","2.538",
"3124","2004","248703221.4798",
"3125","2016","3304980.9797861",
"3126","2004","1.017948898",
"3127","2002","2750897.46459",
"3128","1993","57458.961",
