"Year","Campus","Degrees",
"1984","1025","4",
"1984","1041","1",
"1984","1046","6",
"1984","1118","4",
"1984","1152","0",
"1984","1166","4",
"1984","1190","6",
"1984","1308","9",
"1984","1342","5",
"1984","1343","6",
"1984","1344","5",
"1984","1499","5",
"1984","1600","2",
"1984","1685","9",
"1984","1715","9",
"1984","1779","9",
"1984","1884","3",
"1984","1921","3",
"1984","2004","7",
"1984","2126","7",
"1984","2243","5",
"1984","2257","0",
"1984","2287","8",
"1984","2294","8",
"1984","2348","0",
"1984","2393","4",
"1984","2414","2",
"1984","2456","0",
"1984","2551","1",
"1984","2704","1",
"1984","2762","1",
"1984","2779","1",
"1984","3075","6",
"1984","3146","0",
"1984","3171","7",
"1984","3174","7",
"1984","3206","2",
"1984","3335","2",
"1984","3353","0",
"1984","3366","5",
"1984","3376","2",
"1984","3470","9",
"1984","3514","2",
"1984","3526","8",
"1984","3748","2",
"1984","3750","9",
"1984","4107","1",
"1984","4251","8",
"1984","4299","1",
"1984","4301","5",
"1984","4370","8",
"1984","4387","5",
"1984","4451","8",
"1984","4455","4",
"1984","4458","9",
"1984","4513","0",
"1984","4592","6",
"1984","4683","7",
"1984","4722","2",
"1984","4770","3",
"1984","4780","5",
"1984","4809","2",
"1984","4863","6",
"1984","4911","8",
"1984","4913","6",
"1984","4940","3",
"1984","4969","2",
"1984","4982","5",
"1984","5074","1",
"1984","5100","1",
"1984","5112","2",
"1984","5122","5",
"1984","5129","2",
"1984","5307","6",
"1984","5387","7",
"1984","5389","2",
"1984","5418","7",
"1984","5426","3",
"1984","5430","4",
"1984","5479","1",
"1984","5500","0",
"1984","5631","9",
"1984","5642","5",
"1984","5705","6",
"1984","5747","4",
"1984","5812","1",
"1984","5819","6",
"1984","5940","7",
"1984","6018","0",
"1984","6040","8",
"1984","6063","4",
"1984","6105","6",
"1984","6121","3",
"1984","6131","3",
"1984","6132","1",
"1984","6191","4",
"1984","6226","9",
"1984","6303","7",
"1984","6376","1",
"1984","6519","8",
"1984","6522","0",
"1984","6557","4",
"1984","6597","7",
"1984","6609","8",
"1984","6665","9",
"1984","6701","5",
"1984","6707","4",
"1984","6861","5",
"1984","6886","8",
"1984","7007","0",
"1984","7191","3",
"1984","7304","3",
"1984","7319","7",
"1984","7359","5",
"1984","7379","0",
"1984","7435","5",
"1984","7456","1",
"1984","7483","0",
"1984","7506","7",
"1984","7535","6",
"1984","7536","9",
"1984","7576","3",
"1984","7579","5",
"1984","7593","7",
"1984","7647","8",
"1984","7652","6",
"1984","7693","3",
"1984","7695","5",
"1984","7696","3",
"1984","7700","5",
"1984","7859","9",
"1984","7898","7",
"1984","7951","0",
"1984","8155","6",
"1984","8168","3",
"1984","8172","7",
"1984","8286","0",
"1984","8303","3",
"1984","8336","9",
"1984","8390","9",
"1984","8400","5",
"1984","8409","5",
"1984","8441","4",
"1984","8447","8",
"1984","8451","8",
"1984","8464","4",
"1984","8467","1",
"1984","8483","2",
"1984","8504","6",
"1984","8518","0",
"1984","8532","1",
"1984","8625","3",
"1984","8648","9",
"1984","8667","3",
"1984","8704","0",
"1984","8800","5",
"1984","8809","7",
"1984","8830","0",
"1984","9078","8",
"1984","9180","2",
"1984","9181","4",
"1984","9193","8",
"1984","9253","3",
"1984","9284","8",
"1984","9481","2",
"1984","9529","7",
"1984","9689","2",
"1984","9716","7",
"1984","9788","0",
"1984","9970","4",
"1984","9978","5",
"1984","9987","7",
"1985","187","5",
"1985","228","4",
"1985","259","1",
"1985","264","5",
"1985","324","2",
"1985","422","7",
"1985","432","4",
"1985","467","4",
"1985","489","2",
"1985","612","8",
"1985","664","9",
"1985","677","7",
"1985","695","8",
"1985","752","4",
"1985","799","5",
"1985","805","2",
"1985","891","1",
"1985","908","2",
"1985","924","9",
"1985","931","8",
"1985","937","0",
"1985","941","2",
"1985","1125","7",
"1985","1138","8",
"1985","1163","8",
"1985","1165","1",
"1985","1247","3",
"1985","1281","2",
"1985","1388","6",
"1985","1489","9",
"1985","1504","0",
"1985","1559","8",
"1985","1788","5",
"1985","1828","5",
"1985","1915","9",
"1985","1930","2",
"1985","1953","8",
"1985","1971","2",
"1985","2025","9",
"1985","2109","7",
"1985","2286","1",
"1985","2813","8",
"1985","2934","2",
"1985","2973","0",
"1985","2981","7",
"1985","3073","7",
"1985","3117","4",
"1985","3143","1",
"1985","3192","1",
"1985","3210","7",
"1985","3234","7",
"1985","3456","5",
"1985","3487","8",
"1985","3488","1",
"1985","3489","9",
"1985","3583","2",
"1985","3585","4",
"1985","3602","2",
"1985","3683","2",
"1985","3728","5",
"1985","3738","3",
"1985","3744","9",
"1985","3772","5",
"1985","3785","3",
"1985","3804","2",
"1985","3857","8",
"1985","3879","6",
"1985","3883","9",
"1985","3923","0",
"1985","4088","6",
"1985","4089","1",
"1985","4091","5",
"1985","4199","1",
"1985","4252","7",
"1985","4310","9",
"1985","4329","5",
"1985","4333","9",
"1985","4360","3",
"1985","4417","8",
"1985","4473","1",
"1985","4497","5",
"1985","4529","2",
"1985","4542","7",
"1985","4710","0",
"1985","4713","7",
"1985","4760","7",
"1985","4772","8",
"1985","4781","3",
"1985","4787","3",
"1985","4792","0",
"1985","4836","2",
"1985","4849","4",
"1985","4903","4",
"1985","4908","1",
"1985","4916","4",
"1985","5071","0",
"1985","5111","9",
"1985","5153","1",
"1985","5165","1",
"1985","5296","7",
"1985","5326","2",
"1985","5427","2",
"1985","5581","7",
"1985","5583","4",
"1985","5605","1",
"1985","5777","2",
"1985","5797","3",
"1985","5822","1",
"1985","5827","3",
"1985","5985","7",
"1985","6010","7",
"1985","6021","4",
"1985","6064","9",
"1985","6095","8",
"1985","6114","8",
"1985","6125","3",
"1985","6220","1",
"1985","6237","9",
"1985","6250","9",
"1985","6264","0",
"1985","6276","1",
"1985","6326","2",
"1985","6349","3",
"1985","6359","7",
"1985","6373","3",
"1985","6430","0",
"1985","6432","0",
"1985","6553","0",
"1985","6562","0",
"1985","6586","0",
"1985","6596","2",
"1985","6622","3",
"1985","6655","7",
"1985","6682","2",
"1985","6906","8",
"1985","7073","8",
"1985","7239","4",
"1985","7252","7",
"1985","7254","4",
"1985","7374","0",
"1985","7444","8",
"1985","7489","9",
"1985","7582","0",
"1985","7614","5",
"1985","7650","2",
"1985","7698","9",
"1985","7880","3",
"1985","7949","8",
"1985","7992","4",
"1985","8034","2",
"1985","8039","6",
"1985","8065","2",
"1985","8114","1",
"1985","8139","2",
"1985","8153","9",
"1985","8180","4",
"1985","8307","9",
"1985","8315","4",
"1985","8338","3",
"1985","8478","1",
"1985","8526","3",
"1985","8775","1",
"1985","8831","0",
"1985","8860","2",
"1985","8907","6",
"1985","8950","9",
"1985","8959","4",
"1985","8998","8",
"1985","9031","9",
"1985","9032","5",
"1985","9090","3",
"1985","9092","4",
"1985","9258","0",
"1985","9327","8",
"1985","9408","2",
"1985","9561","2",
"1985","9571","4",
"1985","9677","7",
"1985","9678","2",
"1985","9730","1",
"1985","9793","7",
"1985","9809","1",
"1985","9938","4",
"1985","9961","3",
"1986","164","8",
"1986","199","0",
"1986","283","0",
"1986","349","9",
"1986","376","6",
"1986","442","9",
"1986","447","5",
"1986","459","5",
"1986","528","6",
"1986","645","8",
"1986","820","1",
"1986","835","6",
"1986","839","8",
"1986","1027","9",
"1986","1037","4",
"1986","1270","4",
"1986","1276","7",
"1986","1283","5",
"1986","1363","6",
"1986","1376","4",
"1986","1398","6",
"1986","1417","3",
"1986","1443","1",
"1986","1523","9",
"1986","1567","6",
"1986","1597","6",
"1986","1677","9",
"1986","1704","6",
"1986","1720","8",
"1986","1771","0",
"1986","1777","4",
"1986","1804","9",
"1986","1808","0",
"1986","1942","0",
"1986","1947","6",
"1986","2003","6",
"1986","2027","4",
"1986","2039","4",
"1986","2226","7",
"1986","2260","4",
"1986","2350","4",
"1986","2380","8",
"1986","2443","5",
"1986","2594","1",
"1986","2809","7",
"1986","2815","0",
"1986","2847","3",
"1986","2902","2",
"1986","2914","6",
"1986","2963","7",
"1986","2989","6",
"1986","2999","7",
"1986","3024","7",
"1986","3123","9",
"1986","3144","6",
"1986","3145","1",
"1986","3194","4",
"1986","3231","3",
"1986","3271","3",
"1986","3495","5",
"1986","3500","2",
"1986","3502","3",
"1986","3531","3",
"1986","3538","1",
"1986","3550","7",
"1986","3610","0",
"1986","3611","7",
"1986","3659","5",
"1986","3795","8",
"1986","3798","9",
"1986","3870","6",
"1986","3904","2",
"1986","4001","0",
"1986","4047","5",
"1986","4065","8",
"1986","4090","4",
"1986","4103","2",
"1986","4112","4",
"1986","4133","4",
"1986","4196","6",
"1986","4441","5",
"1986","4633","4",
"1986","4704","7",
"1986","4729","0",
"1986","4794","6",
"1986","4847","1",
"1986","4883","9",
"1986","4929","3",
"1986","4931","5",
"1986","5015","0",
"1986","5047","3",
"1986","5123","2",
"1986","5127","6",
"1986","5143","6",
"1986","5281","5",
"1986","5343","2",
"1986","5423","5",
"1986","5434","5",
"1986","5469","2",
"1986","5470","1",
"1986","5475","9",
"1986","5603","6",
"1986","5632","6",
"1986","5678","6",
"1986","5755","4",
"1986","5903","4",
"1986","5956","6",
"1986","6033","0",
"1986","6052","1",
"1986","6070","4",
"1986","6074","9",
"1986","6110","1",
"1986","6151","6",
"1986","6164","4",
"1986","6195","9",
"1986","6329","9",
"1986","6341","4",
"1986","6352","5",
"1986","6358","8",
"1986","6368","1",
"1986","6443","2",
"1986","6456","9",
"1986","6587","9",
"1986","6695","2",
"1986","6738","2",
"1986","6764","3",
"1986","6862","2",
"1986","6960","2",
"1986","6984","2",
"1986","6990","9",
"1986","7015","7",
"1986","7042","6",
"1986","7079","8",
"1986","7103","8",
"1986","7267","7",
"1986","7323","0",
"1986","7338","6",
"1986","7370","8",
"1986","7389","9",
"1986","7392","8",
"1986","7406","2",
"1986","7449","0",
"1986","7585","0",
"1986","7613","6",
"1986","7621","7",
"1986","7648","2",
"1986","7670","8",
"1986","7677","3",
"1986","7723","0",
"1986","7747","6",
"1986","7836","7",
"1986","7990","6",
"1986","8061","5",
"1986","8098","4",
"1986","8135","2",
"1986","8150","1",
"1986","8248","9",
"1986","8385","7",
"1986","8531","7",
"1986","8547","9",
"1986","8563","6",
"1986","8566","2",
"1986","8585","6",
"1986","8659","3",
"1986","8745","0",
"1986","8770","4",
"1986","8821","1",
"1986","8855","0",
"1986","9020","7",
"1986","9036","5",
"1986","9048","5",
"1986","9054","2",
"1986","9070","1",
"1986","9233","5",
"1986","9278","1",
"1986","9287","0",
"1986","9484","3",
"1986","9542","0",
"1986","9562","6",
"1986","9658","2",
"1986","9671","0",
"1986","9693","8",
"1986","9743","7",
"1986","9798","7",
"1986","9847","3",
"1986","9977","4",
"1987","12","8",
"1987","79","6",
"1987","191","6",
"1987","209","8",
"1987","268","7",
"1987","270","9",
"1987","353","0",
"1987","383","5",
"1987","389","7",
"1987","416","0",
"1987","453","3",
"1987","497","1",
"1987","522","3",
"1987","529","3",
"1987","540","9",
"1987","576","3",
"1987","606","8",
"1987","771","7",
"1987","802","9",
"1987","930","8",
"1987","991","0",
"1987","995","4",
"1987","1113","8",
"1987","1147","3",
"1987","1185","9",
"1987","1225","6",
"1987","1252","2",
"1987","1348","3",
"1987","1473","9",
"1987","1510","2",
"1987","1570","4",
"1987","1659","3",
"1987","1722","2",
"1987","1757","9",
"1987","1814","9",
"1987","1827","7",
"1987","1846","3",
"1987","1850","2",
"1987","1853","6",
"1987","1918","2",
"1987","1945","6",
"1987","2064","7",
"1987","2129","0",
"1987","2143","2",
"1987","2144","7",
"1987","2148","1",
"1987","2387","0",
"1987","2486","0",
"1987","2579","7",
"1987","2626","8",
"1987","2647","8",
"1987","2795","5",
"1987","2900","8",
"1987","2901","1",
"1987","2964","4",
"1987","3039","1",
"1987","3095","6",
"1987","3190","8",
"1987","3213","5",
"1987","3232","6",
"1987","3261","5",
"1987","3293","2",
"1987","3346","3",
"1987","3467","9",
"1987","3528","9",
"1987","3570","7",
"1987","3625","7",
"1987","3671","4",
"1987","3736","6",
"1987","3746","7",
"1987","3820","8",
"1987","3911","9",
"1987","3930","5",
"1987","4012","4",
"1987","4137","1",
"1987","4145","4",
"1987","4147","7",
"1987","4150","9",
"1987","4281","7",
"1987","4328","9",
"1987","4380","1",
"1987","4459","9",
"1987","4465","1",
"1987","4499","9",
"1987","4528","9",
"1987","4826","2",
"1987","4840","5",
"1987","4980","2",
"1987","4981","4",
"1987","5044","2",
"1987","5063","2",
"1987","5113","8",
"1987","5161","9",
"1987","5214","1",
"1987","5261","2",
"1987","5273","3",
"1987","5327","4",
"1987","5347","9",
"1987","5392","3",
"1987","5403","4",
"1987","5438","2",
"1987","5474","4",
"1987","5501","9",
"1987","5522","9",
"1987","5543","1",
"1987","5560","4",
"1987","5601","9",
"1987","5672","4",
"1987","5674","6",
"1987","5731","6",
"1987","5780","7",
"1987","5906","6",
"1987","5932","2",
"1987","5977","4",
"1987","6091","5",
"1987","6138","1",
"1987","6187","3",
"1987","6268","0",
"1987","6295","5",
"1987","6343","1",
"1987","6441","6",
"1987","6580","1",
"1987","6600","7",
"1987","6606","6",
"1987","6712","9",
"1987","6782","7",
"1987","6845","3",
"1987","6847","0",
"1987","6930","6",
"1987","6936","1",
"1987","6969","3",
"1987","7004","5",
"1987","7094","4",
"1987","7258","4",
"1987","7274","5",
"1987","7322","4",
"1987","7361","8",
"1987","7377","9",
"1987","7488","6",
"1987","7499","6",
"1987","7627","1",
"1987","7629","3",
"1987","7697","8",
"1987","7715","4",
"1987","7731","9",
"1987","7736","5",
"1987","7743","0",
"1987","7756","7",
"1987","7770","0",
"1987","7773","4",
"1987","7909","6",
"1987","7938","1",
"1987","7955","5",
"1987","7957","4",
"1987","7966","2",
"1987","8049","2",
"1987","8062","6",
"1987","8063","4",
"1987","8124","6",
"1987","8197","8",
"1987","8274","2",
"1987","8318","1",
"1987","8371","6",
"1987","8449","5",
"1987","8465","4",
"1987","8498","8",
"1987","8785","6",
"1987","8806","5",
"1987","8812","4",
"1987","8873","9",
"1987","8975","0",
"1987","8978","6",
"1987","8986","1",
"1987","9021","9",
"1987","9100","2",
"1987","9178","7",
"1987","9218","6",
"1987","9473","4",
"1987","9525","8",
"1987","9647","5",
"1987","9728","5",
"1987","9980","1",
"1988","109","9",
"1988","124","3",
"1988","200","4",
"1988","243","5",
"1988","323","4",
"1988","325","2",
"1988","340","7",
"1988","400","4",
"1988","465","6",
"1988","519","6",
"1988","535","0",
"1988","607","3",
"1988","699","3",
"1988","703","8",
"1988","729","2",
"1988","764","4",
"1988","810","4",
"1988","811","6",
"1988","826","2",
"1988","856","7",
"1988","875","5",
"1988","914","7",
"1988","935","4",
"1988","968","5",
"1988","969","5",
"1988","1159","2",
"1988","1451","8",
"1988","1477","9",
"1988","1552","9",
"1988","1556","3",
"1988","1611","8",
"1988","1649","1",
"1988","1654","2",
"1988","1691","9",
"1988","1700","2",
"1988","1706","7",
"1988","1738","7",
"1988","1739","7",
"1988","1750","7",
"1988","1762","0",
"1988","1764","2",
"1988","1845","0",
"1988","1874","1",
"1988","1932","6",
"1988","1939","5",
"1988","1960","4",
"1988","1967","5",
"1988","1973","2",
"1988","1991","2",
"1988","2009","5",
"1988","2019","3",
"1988","2073","9",
"1988","2105","2",
"1988","2123","4",
"1988","2240","6",
"1988","2259","7",
"1988","2276","5",
"1988","2307","5",
"1988","2422","5",
"1988","2523","3",
"1988","2695","6",
"1988","2746","0",
"1988","2752","1",
"1988","2881","1",
"1988","3038","4",
"1988","3066","4",
"1988","3093","3",
"1988","3178","1",
"1988","3226","1",
"1988","3227","4",
"1988","3242","1",
"1988","3328","4",
"1988","3330","0",
"1988","3372","6",
"1988","3375","7",
"1988","3380","3",
"1988","3413","9",
"1988","3505","8",
"1988","3527","2",
"1988","3599","1",
"1988","3650","1",
"1988","3687","9",
"1988","3721","2",
"1988","3752","3",
"1988","3827","7",
"1988","3940","8",
"1988","3944","2",
"1988","3967","2",
"1988","4066","8",
"1988","4123","9",
"1988","4136","7",
"1988","4159","6",
"1988","4173","5",
"1988","4218","7",
"1988","4278","6",
"1988","4348","2",
"1988","4351","7",
"1988","4413","4",
"1988","4461","0",
"1988","4492","3",
"1988","4503","2",
"1988","4541","5",
"1988","4557","3",
"1988","4689","0",
"1988","4703","9",
"1988","4790","8",
"1988","4856","8",
"1988","4935","7",
"1988","5011","5",
"1988","5136","5",
"1988","5185","8",
"1988","5218","9",
"1988","5251","7",
"1988","5278","1",
"1988","5330","1",
"1988","5480","3",
"1988","5484","9",
"1988","5507","6",
"1988","5527","2",
"1988","5551","0",
"1988","5576","1",
"1988","5641","2",
"1988","5650","1",
"1988","5668","7",
"1988","5794","8",
"1988","5868","6",
"1988","5882","9",
"1988","5923","0",
"1988","6059","6",
"1988","6113","4",
"1988","6204","0",
"1988","6300","1",
"1988","6340","4",
"1988","6421","4",
"1988","6582","9",
"1988","6607","3",
"1988","6647","6",
"1988","6656","3",
"1988","6675","2",
"1988","6811","4",
"1988","6841","5",
"1988","6867","9",
"1988","6926","8",
"1988","6929","7",
"1988","6955","8",
"1988","7049","6",
"1988","7055","9",
"1988","7059","5",
"1988","7310","9",
"1988","7425","5",
"1988","7438","5",
"1988","7455","4",
"1988","7518","8",
"1988","7542","7",
"1988","7546","5",
"1988","7589","3",
"1988","7598","0",
"1988","7622","6",
"1988","7628","9",
"1988","7729","7",
"1988","7734","4",
"1988","7911","4",
"1988","8037","9",
"1988","8227","8",
"1988","8268","8",
"1988","8283","1",
"1988","8300","3",
"1988","8313","1",
"1988","8368","7",
"1988","8380","9",
"1988","8486","4",
"1988","8641","6",
"1988","8681","2",
"1988","8714","9",
"1988","8789","8",
"1988","8817","4",
"1988","8818","6",
"1988","8926","5",
"1988","8956","4",
"1988","8976","1",
"1988","9065","6",
"1988","9118","5",
"1988","9129","8",
"1988","9266","9",
"1988","9291","8",
"1988","9338","9",
"1988","9343","1",
"1988","9363","0",
"1988","9510","4",
"1988","9576","3",
"1988","9659","4",
"1988","9691","9",
"1988","9717","8",
"1988","9814","3",
"1988","9838","8",
"1988","9886","2",
"1989","3","7",
"1989","24","0",
"1989","32","0",
"1989","84","7",
"1989","313","4",
"1989","331","2",
"1989","404","1",
"1989","452","4",
"1989","484","5",
"1989","521","0",
"1989","550","7",
"1989","625","3",
"1989","686","5",
"1989","739","1",
"1989","844","2",
"1989","988","0",
"1989","996","1",
"1989","1059","0",
"1989","1141","9",
"1989","1176","7",
"1989","1180","8",
"1989","1223","4",
"1989","1250","1",
"1989","1255","7",
"1989","1304","6",
"1989","1360","6",
"1989","1382","3",
"1989","1521","8",
"1989","1575","7",
"1989","1613","9",
"1989","1695","9",
"1989","1859","1",
"1989","1966","2",
"1989","2069","1",
"1989","2082","3",
"1989","2093","2",
"1989","2118","2",
"1989","2195","6",
"1989","2336","8",
"1989","2349","2",
"1989","2406","0",
"1989","2682","5",
"1989","2684","6",
"1989","2828","9",
"1989","2918","7",
"1989","2921","5",
"1989","2990","1",
"1989","3111","7",
"1989","3158","2",
"1989","3169","2",
"1989","3196","7",
"1989","3253","2",
"1989","3383","9",
"1989","3406","5",
"1989","3437","0",
"1989","3464","6",
"1989","3499","9",
"1989","3575","7",
"1989","3619","2",
"1989","3662","7",
"1989","3677","1",
"1989","3710","2",
"1989","3763","9",
"1989","3836","3",
"1989","3841","7",
"1989","3858","7",
"1989","3890","3",
"1989","3903","6",
"1989","3926","6",
"1989","3947","6",
"1989","4010","5",
"1989","4079","3",
"1989","4083","0",
"1989","4086","8",
"1989","4116","4",
"1989","4118","2",
"1989","4225","2",
"1989","4228","1",
"1989","4238","9",
"1989","4255","3",
"1989","4262","7",
"1989","4285","2",
"1989","4340","9",
"1989","4368","9",
"1989","4416","8",
"1989","4437","8",
"1989","4511","5",
"1989","4566","9",
"1989","4605","1",
"1989","4667","1",
"1989","4691","4",
"1989","4757","5",
"1989","4761","1",
"1989","4779","8",
"1989","4801","5",
"1989","4832","7",
"1989","4869","1",
"1989","4939","0",
"1989","4944","6",
"1989","4966","0",
"1989","4988","5",
"1989","5019","9",
"1989","5098","7",
"1989","5171","8",
"1989","5249","3",
"1989","5270","2",
"1989","5311","3",
"1989","5363","0",
"1989","5371","1",
"1989","5379","3",
"1989","5526","6",
"1989","5614","9",
"1989","5615","5",
"1989","5656","7",
"1989","5791","5",
"1989","5792","1",
"1989","5872","3",
"1989","5897","4",
"1989","5934","3",
"1989","5946","1",
"1989","6051","9",
"1989","6143","4",
"1989","6238","6",
"1989","6394","4",
"1989","6533","5",
"1989","6574","2",
"1989","6577","1",
"1989","6613","0",
"1989","6654","2",
"1989","6980","0",
"1989","7009","6",
"1989","7074","6",
"1989","7127","1",
"1989","7160","6",
"1989","7169","6",
"1989","7221","0",
"1989","7275","5",
"1989","7386","5",
"1989","7452","0",
"1989","7454","6",
"1989","7631","0",
"1989","7632","2",
"1989","7702","4",
"1989","7718","3",
"1989","7733","3",
"1989","7780","3",
"1989","7821","9",
"1989","7843","1",
"1989","7856","6",
"1989","7883","7",
"1989","7936","1",
"1989","7976","1",
"1989","8244","7",
"1989","8245","1",
"1989","8306","9",
"1989","8309","1",
"1989","8443","7",
"1989","8545","2",
"1989","8702","1",
"1989","8749","9",
"1989","8768","8",
"1989","9171","9",
"1989","9269","5",
"1989","9294","3",
"1989","9364","6",
"1989","9378","6",
"1989","9411","6",
"1989","9448","1",
"1989","9546","0",
"1989","9574","1",
"1989","9613","6",
"1989","9660","5",
"1989","9852","2",
"1989","9894","1",
"1989","9903","5",
"1989","9971","8",
"1990","4","6",
"1990","60","0",
"1990","133","6",
"1990","167","3",
"1990","206","7",
"1990","231","2",
"1990","252","9",
"1990","256","5",
"1990","415","9",
"1990","437","9",
"1990","461","6",
"1990","506","7",
"1990","510","3",
"1990","541","9",
"1990","552","4",
"1990","641","5",
"1990","750","0",
"1990","776","8",
"1990","880","7",
"1990","904","5",
"1990","943","4",
"1990","963","9",
"1990","1008","4",
"1990","1017","7",
"1990","1034","1",
"1990","1068","0",
"1990","1178","9",
"1990","1182","3",
"1990","1285","6",
"1990","1318","3",
"1990","1336","4",
"1990","1361","9",
"1990","1462","4",
"1990","1586","9",
"1990","1626","9",
"1990","1652","8",
"1990","1718","4",
"1990","1961","8",
"1990","1972","0",
"1990","2071","3",
"1990","2115","6",
"1990","2150","2",
"1990","2215","3",
"1990","2223","3",
"1990","2374","4",
"1990","2536","6",
"1990","2586","3",
"1990","2590","8",
"1990","2620","6",
"1990","2632","8",
"1990","2661","1",
"1990","2810","1",
"1990","2988","9",
"1990","3138","0",
"1990","3148","4",
"1990","3157","2",
"1990","3162","3",
"1990","3205","2",
"1990","3275","8",
"1990","3310","3",
"1990","3494","6",
"1990","3565","1",
"1990","3579","4",
"1990","3595","1",
"1990","3692","2",
"1990","3697","0",
"1990","3709","1",
"1990","3723","6",
"1990","3885","9",
"1990","3934","7",
"1990","3958","6",
"1990","3983","6",
"1990","3984","0",
"1990","4004","2",
"1990","4016","2",
"1990","4033","4",
"1990","4043","4",
"1990","4099","6",
"1990","4141","9",
"1990","4209","9",
"1990","4236","3",
"1990","4335","1",
"1990","4392","1",
"1990","4452","4",
"1990","4508","7",
"1990","4550","2",
"1990","4569","5",
"1990","4590","8",
"1990","4597","1",
"1990","4698","1",
"1990","4763","2",
"1990","4892","4",
"1990","4961","0",
"1990","4991","0",
"1990","5032","6",
"1990","5092","6",
"1990","5094","1",
"1990","5194","2",
"1990","5197","7",
"1990","5245","0",
"1990","5339","8",
"1990","5342","8",
"1990","5419","0",
"1990","5464","9",
"1990","5529","4",
"1990","5548","1",
"1990","5599","6",
"1990","5712","9",
"1990","5766","2",
"1990","5790","4",
"1990","5815","6",
"1990","5852","2",
"1990","5891","1",
"1990","5958","3",
"1990","5981","8",
"1990","6075","0",
"1990","6078","7",
"1990","6101","0",
"1990","6126","2",
"1990","6135","0",
"1990","6230","0",
"1990","6242","0",
"1990","6299","3",
"1990","6506","8",
"1990","6513","5",
"1990","6521","2",
"1990","6536","0",
"1990","6786","9",
"1990","6798","2",
"1990","6806","2",
"1990","6808","7",
"1990","6920","0",
"1990","6932","5",
"1990","6957","0",
"1990","6967","1",
"1990","6976","4",
"1990","7013","9",
"1990","7075","8",
"1990","7090","2",
"1990","7112","2",
"1990","7192","9",
"1990","7446","8",
"1990","7457","6",
"1990","7468","0",
"1990","7523","9",
"1990","7580","8",
"1990","7656","3",
"1990","7660","0",
"1990","7662","6",
"1990","7665","1",
"1990","7778","6",
"1990","7815","6",
"1990","7818","5",
"1990","7852","8",
"1990","7855","0",
"1990","7926","3",
"1990","7977","2",
"1990","8004","0",
"1990","8038","3",
"1990","8064","8",
"1990","8102","6",
"1990","8107","5",
"1990","8190","4",
"1990","8212","1",
"1990","8234","0",
"1990","8310","6",
"1990","8317","3",
"1990","8356","9",
"1990","8515","1",
"1990","8522","6",
"1990","8535","3",
"1990","8577","4",
"1990","8578","3",
"1990","8612","9",
"1990","8636","0",
"1990","8712","8",
"1990","8725","5",
"1990","8835","0",
"1990","8883","6",
"1990","8909","1",
"1990","8944","5",
"1990","8961","8",
"1990","8983","6",
"1990","9025","9",
"1990","9060","3",
"1990","9068","6",
"1990","9080","9",
"1990","9165","4",
"1990","9191","3",
"1990","9282","4",
"1990","9307","1",
"1990","9330","6",
"1990","9357","7",
"1990","9376","8",
"1990","9425","3",
"1990","9565","3",
"1990","9602","6",
"1990","9656","4",
"1990","9707","2",
"1990","9760","4",
"1990","9842","0",
"1990","9916","0",
"1990","9963","8",
"1991","82","7",
"1991","96","5",
"1991","110","8",
"1991","169","6",
"1991","218","3",
"1991","242","5",
"1991","254","2",
"1991","355","1",
"1991","417","2",
"1991","473","8",
"1991","658","3",
"1991","682","1",
"1991","765","5",
"1991","781","3",
"1991","815","9",
"1991","911","9",
"1991","917","7",
"1991","945","1",
"1991","1011","8",
"1991","1072","1",
"1991","1215","7",
"1991","1254","3",
"1991","1419","0",
"1991","1501","4",
"1991","1541","0",
"1991","1544","0",
"1991","1595","6",
"1991","1617","6",
"1991","1621","8",
"1991","1797","6",
"1991","1837","0",
"1991","1897","9",
"1991","2067","2",
"1991","2083","1",
"1991","2111","3",
"1991","2211","7",
"1991","2247","2",
"1991","2310","0",
"1991","2328","3",
"1991","2487","0",
"1991","2534","8",
"1991","2549","5",
"1991","2668","3",
"1991","2720","1",
"1991","2754","4",
"1991","2826","6",
"1991","2856","0",
"1991","2884","4",
"1991","2892","9",
"1991","2992","4",
"1991","2997","3",
"1991","3004","4",
"1991","3042","2",
"1991","3122","7",
"1991","3200","0",
"1991","3250","4",
"1991","3267","1",
"1991","3280","0",
"1991","3302","4",
"1991","3326","0",
"1991","3452","2",
"1991","3478","8",
"1991","3483","5",
"1991","3512","2",
"1991","3558","6",
"1991","3629","8",
"1991","3635","9",
"1991","3641","3",
"1991","3648","2",
"1991","3726","9",
"1991","3758","7",
"1991","3816","4",
"1991","3914","8",
"1991","3916","8",
"1991","3992","4",
"1991","4029","0",
"1991","4162","9",
"1991","4214","5",
"1991","4230","3",
"1991","4250","2",
"1991","4253","4",
"1991","4291","1",
"1991","4305","8",
"1991","4319","5",
"1991","4336","7",
"1991","4399","0",
"1991","4475","7",
"1991","4546","1",
"1991","4608","9",
"1991","4670","0",
"1991","4711","4",
"1991","4777","8",
"1991","4788","2",
"1991","4815","5",
"1991","4973","5",
"1991","4974","9",
"1991","5086","1",
"1991","5205","7",
"1991","5242","4",
"1991","5303","8",
"1991","5320","2",
"1991","5329","7",
"1991","5367","8",
"1991","5378","9",
"1991","5456","4",
"1991","5459","0",
"1991","5515","6",
"1991","5555","6",
"1991","5558","9",
"1991","5673","8",
"1991","5824","2",
"1991","5896","8",
"1991","5902","9",
