"Campus","Year","CampusFee",
"2348","1990","893922894",
"2349","1996","2862",
"2350","1979","8226",
"2351","2024","629",
"2352","1987","1",
"2353","2000","31414405",
"2354","2015","1423742",
"2355","1981","932028851",
"2356","2014","56",
"2357","1987","75364",
"2358","1986","778081",
"2359","2000","6658048",
"2360","1979","151",
"2361","1997","78",
"2362","1971","5204",
"2363","1995","143871544",
"2364","2019","0",
"2365","1995","1119383",
"2366","1987","98",
"2367","2003","3953481",
"2368","2013","92478003",
"2369","2011","91",
"2370","2000","37",
"2371","1987","7787",
"2372","2020","588848723",
"2373","2013","589528656",
"2374","2021","0",
"2375","2007","89",
"2376","1973","11188933",
"2377","2020","60",
"2378","2005","177",
"2379","1985","0",
"2380","1972","2705",
"2381","1970","6425698",
"2382","2010","0",
"2383","2003","300",
"2384","1992","2353",
"2385","1995","1069",
"2386","2017","69509",
"2387","1972","177914",
"2388","1978","521207",
"2389","2020","67",
"2390","1989","44",
"2391","1970","82862124",
"2392","2025","0",
"2393","1991","5692",
"2394","2006","0",
"2395","1987","853201352",
"2396","2012","95796970",
"2397","2012","9174378",
"2398","1975","738",
"2399","1983","768",
"2400","1976","19",
"2401","1973","0",
"2402","2023","33838",
"2403","1973","542066249",
"2404","2013","0",
"2405","2002","989816",
"2406","1995","5123321",
"2407","2011","5",
"2408","1980","628539",
"2409","1971","851219204",
"2410","1978","75450",
"2411","1977","492",
"2412","2000","404167",
"2413","1997","952",
"2414","2007","7940508",
"2415","2024","5569407",
"2416","1972","5",
"2417","2010","706683470",
"2418","2008","32580040",
"2419","1984","323674245",
"2420","2010","919",
"2421","2004","42880992",
"2422","1973","7330010",
"2423","1977","28210",
"2424","1985","0",
"2425","2013","76007",
"2426","1974","47",
"2427","2000","77459",
"2428","1998","2047825",
"2429","1989","817132598",
"2430","1985","493016978",
"2431","1981","3804",
"2432","2011","346717126",
"2433","1991","2388007",
"2434","1983","23256",
"2435","2004","21",
"2436","2012","915188",
"2437","2021","7515580",
"2438","2012","10113759",
"2439","1987","3088088",
"2440","2003","765",
"2441","2012","2",
"2442","2008","35",
"2443","1988","5",
"2444","2022","341189815",
"2445","2005","7440",
"2446","2009","18",
"2447","2005","0",
"2448","2011","27",
"2449","1976","75",
"2450","2002","0",
"2451","2000","62704",
"2452","1981","9611",
"2453","1979","4",
"2454","1990","0",
"2455","1981","29856007",
"2456","1977","63",
"2457","2016","22133",
"2458","2005","5269019",
"2459","2010","776044",
"2460","2002","3124553",
"2461","2019","5626",
"2462","1983","5",
"2463","1999","117563",
"2464","2003","1",
"2465","2003","26",
"2466","1976","3702645",
"2467","2019","0",
"2468","2007","0",
"2469","2017","124946155",
"2470","1985","64576",
"2471","1975","7563123",
"2472","1989","396907",
"2473","2005","85047242",
"2474","2005","703118",
"2475","1978","8",
"2476","2011","97781",
"2477","1996","6542505",
"2478","1986","3",
"2479","2016","13760",
"2480","2022","722",
"2481","2020","635927696",
"2482","2004","521",
"2483","1980","51118116",
"2484","1999","21711825",
"2485","1982","1056",
"2486","1970","5723028",
"2487","2001","66",
"2488","2019","0",
"2489","2004","28",
"2490","2009","24126",
"2491","2004","7610792",
"2492","1970","44",
"2493","1995","961492910",
"2494","1999","41258612",
"2495","2024","4463943",
"2496","2011","1",
"2497","1971","61482555",
"2498","2012","52825732",
"2499","2003","552805",
"2500","1996","675",
"2501","1977","485",
"2502","2007","306",
"2503","1980","52657803",
"2504","1976","73",
"2505","2015","9",
"2506","1995","11",
"2507","1994","3940",
"2508","1986","6065667",
"2509","1996","38",
"2510","1971","26708",
"2511","2005","10",
"2512","1989","0",
"2513","1987","9675835",
"2514","1987","9100",
"2515","1982","53785937",
"2516","1972","6",
"2517","2022","1",
"2518","1997","1828393",
"2519","1993","0",
"2520","2023","0",
"2521","2014","49",
"2522","2013","880301963",
"2523","1993","70395968",
"2524","2006","21",
"2525","2024","53422",
"2526","1983","4246588",
"2527","1992","1466892",
"2528","1992","126976",
"2529","1984","7",
"2530","2023","5508152",
"2531","2019","8",
"2532","2019","4",
"2533","1984","0",
"2534","1977","0",
"2535","2015","89592619",
"2536","1980","771",
"2537","2000","580",
"2538","2014","864430",
"2539","2004","7888925",
"2540","2020","622162442",
"2541","1989","42386524",
"2542","1995","0",
"2543","1994","85230",
"2544","2018","338631067",
"2545","2023","64526073",
"2546","2005","555",
"2547","2009","43713",
"2548","1989","5364587",
"2549","2021","6",
"2550","2018","61231961",
"2551","2022","78532945",
"2552","1979","289545",
"2553","1973","323476",
"2554","2012","743225180",
"2555","1990","3708811",
"2556","1992","52",
"2557","2009","16645",
"2558","2002","9760",
"2559","1991","333582",
"2560","2010","4083327",
"2561","1972","2",
"2562","2008","196043",
"2563","1973","0",
"2564","1971","0",
"2565","2009","14138152",
"2566","2021","6374",
"2567","2025","508773805",
"2568","1984","0",
"2569","2010","57969997",
"2570","1986","0",
"2571","2004","177",
"2572","2008","702118",
"2573","2003","308443283",
"2574","2005","9171250",
"2575","1973","34722644",
"2576","1977","21210212",
"2577","1977","4",
"2578","2015","11348",
"2579","1975","413920356",
"2580","1972","0",
"2581","2014","36044",
"2582","2001","2",
"2583","1975","626533014",
"2584","1986","754361781",
"2585","1991","4",
"2586","2012","712050",
"2587","1989","5",
"2588","1970","24953",
"2589","1996","80337017",
"2590","1995","695555934",
"2591","1997","367",
"2592","2015","0",
"2593","2006","0",
"2594","2012","66661147",
"2595","1983","6",
"2596","2021","9339",
"2597","2018","0",
"2598","1985","1377594",
"2599","1973","171",
"2600","2014","5",
"2601","1974","7893",
"2602","1996","368451",
"2603","2021","34238",
"2604","1971","583945645",
"2605","1972","539457",
"2606","2010","1",
"2607","2007","6341082",
"2608","2017","2461",
"2609","1984","803392",
"2610","1999","50186763",
"2611","2010","98260239",
"2612","1983","17168986",
"2613","1972","0",
"2614","2005","0",
"2615","2022","168",
"2616","1981","445515619",
"2617","2013","0",
"2618","1995","1",
"2619","1990","98",
"2620","1978","3511",
"2621","1999","942",
"2622","1970","0",
"2623","2020","37993804",
"2624","2000","40",
"2625","2001","0",
"2626","1973","75559",
"2627","2015","307834",
"2628","1973","0",
"2629","1991","36514",
"2630","2006","8612",
"2631","1994","75251",
"2632","1973","2608",
"2633","1998","532625146",
"2634","2004","8502097",
"2635","1986","444854",
"2636","1983","0",
"2637","2005","0",
"2638","2011","347237713",
"2639","1984","304",
"2640","1983","25238",
"2641","1976","6696505",
"2642","2001","0",
"2643","1997","94359385",
"2644","1994","8672",
"2645","2013","330",
"2646","1978","2256608",
"2647","2005","8138",
"2648","2024","2579",
"2649","1983","0",
"2650","1980","8",
"2651","1987","43500",
"2652","2009","97",
"2653","2010","0",
"2654","2001","6816090",
"2655","2021","1887",
"2656","2015","0",
"2657","1973","228",
"2658","1996","25",
"2659","1983","435",
"2660","1976","6504739",
"2661","2015","783",
"2662","2008","72023",
"2663","1981","82838434",
"2664","1974","20062174",
"2665","2005","885",
"2666","2015","69",
"2667","1986","0",
"2668","2022","424108195",
"2669","1978","1",
"2670","1997","4",
"2671","2011","837048855",
"2672","2013","95",
"2673","2006","78528237",
"2674","2022","0",
"2675","2024","886",
"2676","1991","61928",
"2677","2016","798163165",
"2678","1973","8",
"2679","1971","5572837",
"2680","2025","8",
"2681","1982","680",
"2682","2004","630633",
"2683","1996","76",
"2684","1988","407921",
"2685","2019","66",
"2686","2011","524",
"2687","2004","473946",
"2688","1981","6",
"2689","2002","4154853",
"2690","2002","99",
"2691","2007","863855233",
"2692","1992","51927405",
"2693","2021","9983",
"2694","1986","7003508",
"2695","2000","362",
"2696","2007","216422230",
"2697","2015","217024",
"2698","1975","2",
"2699","1987","5866571",
"2700","1986","15",
"2701","2025","655895915",
"2702","1972","1394632",
"2703","1976","6841",
"2704","1997","995",
"2705","2020","7573",
"2706","2011","79",
"2707","1982","4317",
"2708","2000","892",
"2709","2017","560",
"2710","1973","688",
"2711","1991","7115",
"2712","1985","9139",
"2713","1975","80495297",
"2714","2012","55997",
"2715","1996","7630727",
"2716","1976","3283140",
"2717","2007","255",
"2718","2015","95911894",
"2719","1980","625584",
"2720","1971","2",
"2721","1993","532876813",
"2722","1984","4454",
"2723","1996","4782",
"2724","2012","956082732",
"2725","1983","145861",
"2726","1974","1377",
"2727","1989","554686",
"2728","2017","7689383",
"2729","2002","7215621",
"2730","2004","949561190",
"2731","2002","37070905",
"2732","2000","5929464",
"2733","1972","790259",
"2734","2016","436482",
"2735","2009","140362",
"2736","2014","0",
"2737","1982","37684243",
"2738","2020","2461",
"2739","1998","21",
"2740","1974","55",
"2741","1999","0",
"2742","2003","39",
"2743","2006","88517757",
"2744","1981","4",
"2745","1999","0",
"2746","1999","9380996",
"2747","1992","54568794",
"2748","2002","7877627",
"2749","1998","268",
"2750","1971","835213374",
"2751","2020","6498283",
"2752","1984","82961",
"2753","2008","260",
"2754","2007","67848",
"2755","1988","5503",
"2756","1973","21793868",
"2757","1980","0",
"2758","2014","110205687",
"2759","1981","0",
"2760","2022","0",
"2761","2024","0",
"2762","1972","90",
"2763","1993","0",
"2764","1977","719794285",
"2765","1977","112017",
"2766","1971","0",
"2767","2004","205",
"2768","2007","374",
"2769","2017","6143",
"2770","2018","15",
"2771","1983","830188",
"2772","1980","58",
"2773","1987","9627915",
"2774","1987","603243653",
"2775","1972","836909",
"2776","2024","10545148",
"2777","2023","7602",
"2778","1992","822223",
"2779","1977","7",
"2780","1993","7042256",
"2781","1975","1458190",
"2782","1988","0",
"2783","1999","864863",
"2784","2023","9",
"2785","1993","8821",
"2786","2018","2625767",
"2787","1986","671483",
"2788","2010","9466582",
"2789","1979","11",
"2790","2021","6011",
"2791","2017","5962",
"2792","1977","5901",
"2793","2017","2",
"2794","2016","305445",
"2795","2003","3",
"2796","1996","8",
"2797","2014","268444361",
"2798","2025","1112727",
"2799","2015","903",
"2800","2004","62",
"2801","2014","769813414",
"2802","2017","4055",
"2803","1983","8687",
"2804","2007","0",
"2805","2011","7394883",
"2806","2013","51",
"2807","1995","36512533",
"2808","1994","56510",
"2809","1984","95418203",
"2810","1991","463537710",
"2811","1986","2784",
"2812","2002","87059762",
"2813","2005","200",
"2814","1996","2",
"2815","1994","66",
"2816","2022","685422",
"2817","2021","3",
"2818","1983","1025714",
"2819","1980","56236",
"2820","2007","0",
"2821","2014","125235192",
"2822","1999","374",
"2823","2007","55",
"2824","1991","0",
"2825","2015","0",
"2826","2018","0",
"2827","2008","30172",
"2828","1981","4",
"2829","2022","5",
"2830","2001","33",
"2831","1975","0",
"2832","1991","93101521",
"2833","1984","0",
"2834","2000","87195",
"2835","2010","188189",
"2836","1990","8184",
"2837","2025","8368472",
"2838","2022","14800",
"2839","2013","62172",
"2840","1975","39",
"2841","1973","3879",
"2842","1972","58",
"2843","1981","916953",
"2844","2024","0",
"2845","1996","5752",
"2846","2017","1992",
"2847","1980","198254",
"2848","2003","64811335",
"2849","1973","766",
"2850","2024","7765",
"2851","1999","8449",
"2852","1990","5",
"2853","2012","45",
"2854","2025","2",
"2855","1987","48571890",
"2856","1983","940516129",
"2857","2014","3",
"2858","2007","24198846",
"2859","2003","438192128",
"2860","2001","79",
"2861","1978","719264402",
"2862","1993","3053",
"2863","2010","0",
"2864","2004","884907210",
"2865","2009","48778",
"2866","1995","653",
"2867","2005","47458",
"2868","2025","98619103",
"2869","2002","235",
"2870","2020","8",
"2871","2008","236",
"2872","1993","97809",
"2873","2022","198984",
"2874","1988","24287590",
"2875","2003","69599",
"2876","1995","528",
"2877","2025","770",
"2878","2010","150673",
"2879","1992","0",
"2880","2023","0",
"2881","1986","6511780",
"2882","1993","588593882",
"2883","2011","93543657",
"2884","1976","102571",
"2885","2009","929754",
"2886","1983","1992424",
"2887","2002","7",
"2888","2024","327",
"2889","1975","4050",
"2890","2007","754",
"2891","2025","834089",
"2892","1970","16",
"2893","1985","3278786",
"2894","2006","95042323",
"2895","2021","310141816",
"2896","2017","9888",
"2897","1974","574991",
"2898","1997","266920233",
"2899","1982","74",
"2900","1988","561638",
"2901","1979","73",
"2902","2016","12",
"2903","1999","2612189",
"2904","1977","387",
"2905","2020","416853",
"2906","2003","298628",
"2907","2018","19356275",
"2908","2009","4362",
"2909","2004","684",
"2910","1998","19957",
"2911","1973","1",
"2912","2025","6353",
"2913","1976","0",
"2914","1988","87",
"2915","2014","457471869",
"2916","1983","9777345",
"2917","1999","2",
"2918","2012","7",
"2919","1997","8",
"2920","1983","331",
"2921","2020","9301124",
"2922","1978","0",
"2923","2001","296244746",
"2924","1984","4",
"2925","1997","83",
"2926","2010","0",
"2927","1971","50113",
"2928","2011","79",
"2929","2013","355785626",
"2930","2020","39945394",
"2931","2012","735",
"2932","1990","69",
"2933","1976","74210",
"2934","2012","4820",
"2935","2013","441213660",
"2936","2002","86205",
"2937","2000","0",
"2938","1994","300034",
"2939","2019","80848831",
"2940","1979","11",
"2941","1988","400",
"2942","1986","422",
"2943","1972","86171361",
"2944","2012","60",
"2945","1999","4",
"2946","1998","32",
"2947","2023","1984734",
"2948","1989","4388",
"2949","1997","587790",
"2950","2001","47610",
"2951","1988","52785",
"2952","1998","17582706",
"2953","2007","0",
"2954","2014","0",
"2955","1973","806",
"2956","1994","24",
"2957","1992","0",
"2958","1980","98112",
"2959","2001","900",
"2960","1990","7",
"2961","1978","34998",
"2962","2001","4389915",
"2963","2020","2768",
"2964","2018","3422321",
"2965","1992","53560506",
"2966","1998","1",
"2967","1995","75326",
"2968","2019","2109340",
"2969","1991","72",
"2970","2020","940061960",
"2971","2005","49944876",
"2972","2006","826",
"2973","1992","3922",
"2974","2007","74384",
"2975","1991","882982746",
"2976","2006","79869019",
"2977","1992","71423264",
"2978","2002","29448900",
"2979","2016","0",
"2980","1987","5",
"2981","2021","32",
"2982","2002","0",
"2983","1983","256765818",
"2984","1973","35315",
"2985","2009","124451441",
"2986","2020","446495",
"2987","1989","25263309",
"2988","2010","97",
"2989","2021","88694",
"2990","2008","9873618",
"2991","2022","52687",
"2992","2000","4018",
"2993","2009","435850124",
"2994","1987","7200",
"2995","1990","0",
"2996","2012","7",
"2997","1990","320",
"2998","1998","193396829",
"2999","2007","361456",
"3000","1984","833",
"3001","1978","3469",
"3002","2006","0",
"3003","1978","849507",
"3004","1970","4400651",
"3005","2008","640223",
"3006","2002","558",
"3007","1973","2223",
"3008","2001","234825358",
"3009","2009","37441583",
"3010","2024","373378727",
"3011","1975","2",
"3012","1982","81",
"3013","2011","8",
"3014","1987","1336803",
"3015","1990","19339",
"3016","1996","3823",
"3017","2016","49761899",
"3018","2006","0",
"3019","2014","5357",
"3020","2014","560",
"3021","2009","667",
"3022","1972","61039835",
"3023","2004","8790161",
"3024","1999","3233",
"3025","2020","8426",
"3026","2021","24174401",
"3027","1989","7140",
"3028","1988","94524311",
"3029","1988","41921",
"3030","1974","873099909",
"3031","1973","66",
"3032","2006","1315624",
"3033","1997","688948359",
"3034","1976","40152680",
"3035","2024","890",
"3036","2016","75",
"3037","2024","0",
"3038","1991","809",
"3039","1982","52139730",
"3040","1995","0",
"3041","1986","8",
"3042","2015","403",
"3043","2006","658",
"3044","2018","16042",
"3045","2003","71906",
"3046","1973","11295",
"3047","2012","2883278",
"3048","1995","384",
"3049","2012","9",
"3050","1995","42230",
"3051","2015","5050183",
"3052","2007","838343038",
"3053","1990","561728",
"3054","2006","841",
"3055","2016","40",
"3056","2019","56164",
"3057","2023","0",
"3058","1994","543126",
"3059","2003","0",
"3060","1985","0",
"3061","1971","5790",
"3062","2021","6570045",
"3063","2006","85863991",
"3064","1987","418973",
"3065","2024","290",
"3066","2015","727",
"3067","2000","77115309",
"3068","2008","0",
"3069","1989","0",
"3070","2003","1",
"3071","2025","17",
"3072","1999","890843",
"3073","1983","40",
"3074","2008","9636",
"3075","1977","20301037",
"3076","1975","0",
"3077","1993","268330461",
"3078","1987","83857580",
"3079","2019","5",
"3080","1995","422425",
"3081","1984","42899",
"3082","1973","10829228",
"3083","2009","406",
"3084","2010","5173879",
"3085","1995","6700042",
"3086","1999","54",
"3087","1985","890799",
"3088","2023","7291",
"3089","2010","4093",
"3090","2023","0",
"3091","1991","43505",
"3092","2021","5755",
"3093","2002","0",
"3094","2001","7764",
"3095","2018","98",
"3096","2005","0",
"3097","2011","140017",
"3098","1972","540401497",
"3099","1990","942",
"3100","2017","4",
"3101","1986","2773",
"3102","2007","0",
"3103","2020","5",
"3104","2023","637",
"3105","1981","585549941",
"3106","1994","868872445",
"3107","1985","0",
"3108","2005","65",
"3109","1974","1344",
"3110","1990","0",
"3111","2016","1",
"3112","2019","550",
"3113","1987","148745",
"3114","1976","78",
"3115","2014","29889",
"3116","1979","26",
"3117","1983","6365",
"3118","1971","0",
"3119","1976","631978",
"3120","1982","74243368",
"3121","2000","8485",
"3122","2000","16607",
"3123","2003","0",
"3124","2006","255088560",
"3125","2018","0",
"3126","1997","7933",
"3127","1974","8113665",
"3128","1998","88200514",
"3129","1981","96",
"3130","2003","229850",
"3131","1993","19462972",
"3132","1979","0",
"3133","1982","133044",
"3134","1973","47",
"3135","2021","18",
"3136","2018","5",
"3137","1982","2946721",
"3138","1983","23043",
"3139","1989","6343350",
"3140","1974","451",
"3141","1978","5913290",
"3142","2003","109624",
"3143","2011","416628",
"3144","2008","22325210",
"3145","1997","11793",
"3146","1982","98456",
"3147","1993","71272",
"3148","2010","0",
"3149","2008","467",
"3150","1970","1241",
"3151","2003","88",
"3152","1971","0",
"3153","2012","6967290",
"3154","1994","879786",
"3155","1970","9",
"3156","2007","9",
"3157","1994","994",
"3158","2018","1086083",
"3159","1977","119320",
"3160","1999","6",
"3161","2007","661779305",
"3162","1980","279296755",
"3163","2019","569767",
"3164","2004","2072467",
"3165","2004","4588093",
"3166","2000","465",
"3167","2020","581809545",
"3168","1982","651675185",
"3169","1987","7147",
"3170","2000","470",
"3171","1971","5612",
"3172","2012","3926149",
"3173","1989","7046",
"3174","2004","88",
"3175","1979","0",
"3176","2025","729568",
"3177","1988","55235593",
"3178","1971","6722794",
"3179","2002","820032094",
"3180","1996","19397403",
"3181","1990","57772",
"3182","1972","664161628",
"3183","1982","3620865",
"3184","2018","0",
"3185","2022","0",
"3186","2013","1",
"3187","1999","242362873",
"3188","2006","56040581",
"3189","1993","311",
"3190","2014","625876991",
"3191","2005","854815",
"3192","1986","494163",
"3193","2006","78891564",
"3194","1977","6",
"3195","1975","62",
"3196","1991","57134248",
"3197","2018","0",
"3198","1978","31",
"3199","1998","96370750",
"3200","1998","854125454",
"3201","1994","0",
"3202","1991","853",
"3203","1980","679",
"3204","1978","356",
"3205","1998","64385",
"3206","2002","4628",
"3207","1991","7982",
"3208","1996","2242141",
"3209","1974","77178",
"3210","1985","7844",
"3211","1975","2716215",
"3212","2013","318",
"3213","2004","316289804",
"3214","2008","9198399",
"3215","2022","0",
"3216","2018","723099",
"3217","2024","372424263",
"3218","1975","0",
"3219","2011","5375473",
"3220","1974","67535980",
"3221","1988","69905",
"3222","2016","15699",
"3223","2020","25453",
"3224","1981","167",
"3225","2006","85901011",
"3226","2013","6",
"3227","1989","52365",
"3228","2000","85137",
"3229","2007","6612",
"3230","1986","695",
"3231","2023","0",
"3232","2000","954",
"3233","2007","3",
"3234","2009","65",
"3235","2003","0",
"3236","1983","0",
"3237","1975","44648",
"3238","1978","9985617",
"3239","1978","32",
"3240","1977","0",
"3241","1997","213733",
"3242","2003","69249",
"3243","1976","2986675",
"3244","1993","233",
"3245","1999","0",
"3246","2018","27863999",
"3247","2004","15",
"3248","2020","95302478",
"3249","1984","19873",
"3250","1978","271982",
"3251","2004","367632393",
"3252","1974","5227499",
"3253","2000","146594",
"3254","2014","43",
"3255","2015","338041",
"3256","2013","382",
"3257","1972","977195",
"3258","2000","113076",
"3259","2017","452",
"3260","2000","0",
"3261","1989","0",
"3262","1981","882",
"3263","1987","0",
"3264","2010","372923",
"3265","2000","0",
"3266","2011","373",
"3267","2003","265406161",
"3268","1993","50",
"3269","2024","917",
"3270","2014","3",
"3271","2002","62",
"3272","2013","0",
"3273","1981","23851",
"3274","2021","628704998",
"3275","2018","17054",
"3276","1997","801468",
"3277","1987","0",
"3278","1973","220458723",
"3279","2001","889",
"3280","1983","7507",
"3281","2004","8841893",
"3282","1974","987404523",
"3283","2023","4333",
"3284","2007","5460412",
"3285","1970","819422",
"3286","2018","7291",
"3287","1985","643436081",
"3288","1976","22019327",
"3289","2016","86",
"3290","2004","10593",
"3291","1991","533",
"3292","1975","47653",
"3293","1991","1450939",
"3294","2010","5383023",
"3295","1983","2716",
"3296","2021","7396647",
"3297","2010","2",
"3298","1992","81",
"3299","1970","261",
"3300","2010","960",
"3301","2018","6",
"3302","1987","2744150",
"3303","2020","40098",
"3304","1970","0",
"3305","1981","110",
"3306","1983","745",
"3307","1979","835",
"3308","2004","0",
"3309","1978","17",
"3310","1983","4642580",
"3311","2010","0",
"3312","2025","5738",
"3313","1988","49",
"3314","2016","66834168",
"3315","2006","530885",
"3316","2005","27569",
"3317","2004","3266",
"3318","1970","533",
"3319","1999","69",
"3320","2021","99977628",
"3321","2006","51962",
"3322","1980","528278",
"3323","2007","45060437",
"3324","1988","901",
"3325","2014","7967026",
"3326","1982","47",
"3327","1984","608964901",
"3328","1993","0",
"3329","2020","5",
"3330","1978","0",
"3331","2014","6708111",
"3332","2006","0",
"3333","2013","9",
"3334","1981","961",
"3335","1978","9",
"3336","1988","355",
"3337","2018","894403622",
"3338","2024","604504075",
"3339","2002","72637",
"3340","2019","4751737",
"3341","1977","47408",
"3342","1973","486474682",
"3343","1977","6",
"3344","1993","715899850",
"3345","2017","67",
"3346","1987","7",
"3347","1991","588",
"3348","1985","0",
"3349","1987","4385205",
"3350","1972","1260",
"3351","1980","176376852",
"3352","2021","0",
"3353","2023","0",
"3354","1974","6",
"3355","1982","0",
"3356","2021","18",
"3357","1990","283",
"3358","2020","3",
"3359","2012","41075192",
"3360","2019","12",
"3361","2001","712303563",
"3362","1990","132",
"3363","2015","358718213",
"3364","1975","813454295",
"3365","2012","82118",
"3366","2023","63",
"3367","1978","332150",
"3368","1975","286033",
"3369","1970","5",
"3370","2010","2072174",
"3371","2004","233944",
"3372","2023","838",
"3373","1985","12982",
"3374","2017","6965",
"3375","2022","395",
"3376","2008","32996",
"3377","2022","8",
"3378","2001","993594",
"3379","1977","29500",
"3380","2010","3349226",
"3381","1986","352628",
"3382","1991","151382250",
"3383","1997","9",
"3384","1970","190294",
"3385","1981","492883524",
"3386","1976","547",
"3387","1987","5096",
"3388","2010","791392",
"3389","2007","0",
"3390","1979","983073826",
"3391","2023","7743848",
"3392","2001","87",
"3393","2000","0",
"3394","1994","0",
"3395","1993","533731905",
"3396","2009","8691932",
"3397","2009","881027216",
"3398","1971","9",
"3399","2002","9263396",
"3400","1977","970475",
"3401","1984","26241988",
"3402","1982","569",
"3403","2014","3",
"3404","1981","16",
"3405","1993","8547009",
"3406","2002","548",
"3407","1996","19238721",
"3408","2009","2235",
"3409","1986","8621156",
"3410","2022","38",
"3411","2003","585",
"3412","2014","5611",
"3413","1976","490",
"3414","2016","773132532",
"3415","1996","7413",
"3416","1996","0",
"3417","1982","6",
"3418","1996","222",
"3419","2008","981216515",
"3420","1989","79",
"3421","2001","6404",
"3422","1982","857723",
"3423","1982","49",
"3424","2010","4782",
"3425","2025","8341",
"3426","2024","3",
"3427","1993","0",
"3428","1989","354245",
"3429","2008","381",
"3430","1980","0",
"3431","2002","35994",
"3432","2022","61",
"3433","2015","50",
"3434","2018","52",
"3435","1971","3204270",
"3436","2013","657709",
"3437","1971","913",
"3438","2017","93131352",
"3439","1973","53",
"3440","1990","92113310",
"3441","2021","67883",
"3442","2020","58253",
"3443","1992","1",
"3444","1970","0",
"3445","2025","17",
"3446","2001","290688",
"3447","1979","0",
"3448","1975","56002",
"3449","1997","3171",
"3450","1998","800369",
"3451","2002","6880",
"3452","2021","582709475",
"3453","1971","8232",
"3454","2012","25806",
"3455","1997","70571970",
"3456","2007","161166",
"3457","1994","258145470",
"3458","1987","1642",
"3459","2008","0",
"3460","2022","0",
"3461","2022","11509",
"3462","1999","948",
"3463","2017","3804435",
"3464","1998","4273441",
"3465","1978","6",
"3466","2008","86",
"3467","1980","586209",
"3468","1997","7",
"3469","1997","401599520",
"3470","2008","2581",
"3471","2018","9303",
"3472","1980","51",
"3473","2024","4",
"3474","1983","0",
"3475","1996","2973586",
"3476","2002","332",
"3477","1997","0",
"3478","2023","3639688",
"3479","1996","72",
"3480","2016","0",
"3481","1986","3160292",
"3482","2002","99732214",
"3483","2014","19702",
"3484","2017","0",
"3485","1989","82867",
"3486","1981","4038767",
"3487","2015","496",
"3488","2003","928",
"3489","2008","652",
"3490","2022","154",
"3491","1984","0",
"3492","1990","981693",
"3493","1983","159864215",
"3494","1975","365221",
"3495","2018","6401455",
"3496","1973","8688761",
"3497","2000","60",
"3498","1972","56",
"3499","1995","7486",
"3500","2013","566499875",
"3501","2022","9124",
"3502","2014","940668",
"3503","2009","443",
"3504","2024","3193247",
"3505","1983","10",
"3506","2000","27",
"3507","1997","7184774",
"3508","1970","4585509",
"3509","1980","36320122",
"3510","1973","173592716",
"3511","1970","765",
"3512","1979","0",
"3513","1988","7442",
"3514","1996","0",
"3515","2012","6",
"3516","2000","7811",
"3517","2020","55271461",
"3518","1994","0",
"3519","1982","8",
"3520","2008","645576",
"3521","2024","105",
"3522","1972","7061683",
"3523","1972","9612498",
"3524","1979","0",
"3525","2015","573991",
"3526","2013","8",
"3527","2011","1",
"3528","1973","0",
"3529","2007","801398658",
"3530","1982","5297",
"3531","1981","8734495",
"3532","1996","8892049",
"3533","1988","5298",
"3534","1994","55",
"3535","1999","164",
"3536","1989","7",
"3537","2012","923757",
"3538","1977","390259",
"3539","2008","0",
"3540","1996","82866",
"3541","1985","58784",
"3542","2002","4",
"3543","1996","73140576",
"3544","1994","216",
"3545","1999","0",
"3546","1985","2",
"3547","2025","93",
"3548","1971","1231",
"3549","2006","7",
"3550","1976","2",
"3551","1980","0",
"3552","1989","5",
"3553","1983","57",
"3554","1970","476260920",
"3555","2006","2",
"3556","1999","543344041",
"3557","1990","3008399",
"3558","1989","445630710",
"3559","1993","70",
"3560","2007","8366121",
"3561","1976","265525647",
"3562","1993","222726",
"3563","2020","83355165",
"3564","2021","8255682",
"3565","2006","221356",
"3566","2010","160313365",
"3567","2009","185069644",
"3568","1994","29147",
"3569","2020","47253",
"3570","2018","866920",
"3571","2009","501140",
"3572","1970","9749663",
"3573","2015","54",
"3574","1989","798",
"3575","1979","0",
"3576","1999","1506533",
"3577","2003","40002",
"3578","1993","306",
"3579","1999","2409",
"3580","1999","57796",
"3581","2001","6734",
"3582","1991","531557519",
"3583","2007","69336319",
"3584","1987","754684443",
"3585","1996","2294508",
"3586","1984","1",
"3587","2021","4",
"3588","1987","7",
"3589","1985","2890113",
"3590","1973","6",
"3591","1995","509",
"3592","2005","17957",
"3593","1973","26395213",
"3594","2012","344019661",
"3595","1988","4686528",
"3596","1980","266909",
"3597","1981","217",
"3598","2001","539938501",
"3599","1996","99163",
"3600","1971","599578168",
"3601","2003","1308",
"3602","2025","830",
"3603","1989","0",
"3604","1995","446",
"3605","2003","19",
"3606","1974","38654887",
"3607","2004","274992425",
"3608","2001","526536",
"3609","2009","173957282",
"3610","2021","0",
"3611","1997","77063780",
"3612","1998","5020",
"3613","1996","0",
"3614","2020","125",
"3615","1981","784",
"3616","2014","64",
"3617","1977","134860165",
"3618","2005","967173",
"3619","2004","0",
"3620","1977","24753758",
"3621","1993","8955",
"3622","1995","13564",
"3623","1990","747005",
"3624","1999","86511",
"3625","1982","84205996",
"3626","1982","6",
"3627","1992","7431",
"3628","1971","4002166",
"3629","1987","89281441",
"3630","2022","10",
"3631","1986","4831",
