"Campus","Discipline","Year","Undergraduate","Graduate",
"2215","702074","2020","6","4",
"2216","31","1989","6","8",
"2217","419","1991","2","8",
"2218","852869890","1981","1","3",
"2219","8204","1993","4","7",
"2220","3272049","2016","9","5",
"2221","66008422","1974","3","5",
"2222","66","1990","6","5",
"2223","970","1995","1","5",
"2224","0","1979","6","8",
"2225","653","2014","8","4",
"2226","93","2020","3","6",
"2227","4883814","1999","6","2",
"2228","922784544","2021","8","9",
"2229","7995","1971","5","4",
"2230","4875646","1986","8","2",
"2231","7802","2005","5","5",
"2232","3449","1990","7","1",
"2233","2488","1970","8","5",
"2234","4674","1994","3","3",
"2235","737448893","1995","5","8",
"2236","6420","2008","3","2",
"2237","492431","2025","6","4",
"2238","379","1977","6","3",
"2239","0","2004","7","7",
"2240","403202","1997","4","5",
"2241","531","2023","2","5",
"2242","43984","1983","8","4",
"2243","326","2018","5","1",
"2244","418219","1984","5","4",
"2245","64","1985","8","2",
"2246","4","2011","5","4",
"2247","2874","1976","2","9",
"2248","17185987","2001","9","9",
"2249","76","2008","7","8",
"2250","1783838","2025","1","5",
"2251","394726645","2024","7","6",
"2252","690","1986","6","8",
"2253","68","2001","2","9",
"2254","3192","1987","3","9",
"2255","721536815","1994","7","1",
"2256","571008","1998","1","1",
"2257","45","2014","7","4",
"2258","805","2024","9","6",
"2259","0","1971","5","1",
"2260","333","1980","2","3",
"2261","8911","2022","2","6",
"2262","9933974","2000","4","2",
"2263","75832975","2003","2","6",
"2264","526895990","2017","9","9",
"2265","178886","1994","7","2",
"2266","1930669","2023","6","4",
"2267","708038214","2012","5","1",
"2268","6266","1977","5","5",
"2269","712","2019","9","2",
"2270","1616","1993","1","9",
"2271","2","2021","4","6",
"2272","677995718","1970","9","5",
"2273","0","1992","7","3",
"2274","218","1996","2","7",
"2275","8634425","1980","3","5",
"2276","5144822","2013","8","4",
"2277","479","1985","6","9",
"2278","0","2022","9","7",
"2279","52428","1986","9","8",
"2280","8964","1987","8","3",
"2281","8","1993","3","6",
"2282","51","1972","4","4",
"2283","79045180","1987","2","3",
"2284","25","2014","7","5",
"2285","69","2009","3","4",
"2286","15","2006","8","7",
"2287","2907","2000","9","7",
"2288","826","2022","5","5",
"2289","548447","2014","5","7",
"2290","49","1978","7","8",
"2291","48","2020","5","3",
"2292","86","2022","8","7",
"2293","6643400","2011","9","8",
"2294","77836","2012","7","1",
"2295","8766","2011","4","9",
"2296","0","1995","6","2",
"2297","1339","1972","6","1",
"2298","0","2003","2","4",
"2299","0","2012","5","4",
"2300","768","2019","5","8",
"2301","314913864","1982","9","4",
"2302","689844","1981","5","6",
"2303","565994","1976","2","2",
"2304","219309","1979","6","5",
"2305","33","1976","8","6",
"2306","669165","1974","2","9",
"2307","788093534","1974","6","4",
"2308","6","1987","9","3",
"2309","4731969","2005","4","3",
"2310","40506574","2001","8","1",
"2311","4251","2003","9","6",
"2312","3","2021","6","3",
"2313","32577515","1974","6","9",
"2314","5788741","2020","9","4",
"2315","73454526","1982","3","7",
"2316","9963","1978","1","9",
"2317","0","2020","3","7",
"2318","7570649","1986","3","5",
"2319","448026","1988","2","7",
"2320","0","2001","3","8",
"2321","1","1993","8","8",
"2322","6977468","1982","3","4",
"2323","6324","1986","6","8",
"2324","153","1976","9","5",
"2325","3865156","1978","2","1",
"2326","261832","1991","1","4",
"2327","3756953","1980","2","4",
"2328","0","2010","4","5",
"2329","4302874","1970","2","4",
"2330","69925766","2023","1","6",
"2331","8156","1978","8","2",
"2332","46226090","1995","6","8",
"2333","954","1974","1","4",
"2334","2091048","1972","8","7",
"2335","575001","1972","9","2",
"2336","840651643","2001","1","6",
"2337","22172","1989","9","6",
"2338","49208","2011","7","5",
"2339","4932","1983","8","6",
"2340","7128","2009","1","5",
"2341","25452614","2015","3","1",
"2342","33541933","1991","4","4",
"2343","12708640","1985","7","4",
"2344","2","1999","2","7",
"2345","80","1991","7","1",
"2346","83607400","2002","1","2",
"2347","931241","2003","7","6",
"2348","65","1984","4","3",
"2349","510400588","2002","2","3",
"2350","247","2014","2","6",
"2351","877","1993","6","8",
"2352","8998","2024","6","3",
"2353","1627","2010","4","4",
"2354","70779","1976","8","6",
"2355","2903706","1991","3","2",
"2356","3893","2002","2","9",
"2357","80041310","2023","7","1",
"2358","0","1983","5","5",
"2359","24020477","1995","8","9",
"2360","0","2024","4","4",
"2361","539","2021","5","4",
"2362","29757","2016","6","9",
"2363","448559224","1977","2","9",
"2364","52780109","2022","2","7",
"2365","32343353","2013","2","6",
"2366","892526","1984","1","3",
"2367","7080148","1982","6","7",
"2368","1822675","1979","5","2",
"2369","0","1996","1","9",
"2370","611","2011","3","5",
"2371","7171417","1971","4","7",
"2372","82348","2000","4","2",
"2373","7","1989","3","8",
"2374","925404","2013","4","6",
"2375","344","1980","3","9",
"2376","989999","1997","9","4",
"2377","17770129","1983","6","1",
"2378","16958018","1986","6","2",
"2379","49","2018","9","7",
"2380","87","1989","7","2",
"2381","6","2018","8","8",
"2382","407807603","1996","9","1",
"2383","164110656","1980","6","9",
"2384","2","1985","8","1",
"2385","3","1980","1","6",
"2386","641707","2013","9","5",
"2387","75","2024","4","4",
"2388","650","1971","6","2",
"2389","0","2003","5","7",
"2390","536","1980","6","4",
"2391","0","1999","3","7",
"2392","811558954","2018","6","6",
"2393","7213","2002","1","1",
"2394","1165","2011","2","9",
"2395","657628850","1992","6","2",
"2396","953032","1973","3","7",
"2397","1991","1971","4","2",
"2398","703678905","2002","3","5",
"2399","2321","2002","5","8",
"2400","709","1987","5","7",
"2401","8943","1991","3","3",
"2402","49","1987","4","2",
"2403","541785","2011","8","4",
"2404","81","1980","4","2",
"2405","0","2020","7","8",
"2406","482477","1985","6","4",
"2407","38840","1998","5","8",
"2408","96","1972","5","8",
"2409","281","1992","8","3",
"2410","3547","1976","9","6",
"2411","4226815","2024","2","4",
"2412","68","1999","8","4",
"2413","93796","1973","6","5",
"2414","3730709","1988","9","5",
"2415","64934003","2014","3","1",
"2416","934673673","2004","5","2",
"2417","22301956","2014","1","2",
"2418","221539","2001","3","2",
"2419","88190","2001","9","5",
"2420","96831","2013","5","5",
"2421","9","1992","8","3",
"2422","8870","1976","5","7",
"2423","9631252","2013","7","5",
"2424","623","1995","1","1",
"2425","0","2010","2","7",
"2426","428768","2023","9","3",
"2427","6967","1978","2","2",
"2428","5","1982","3","8",
"2429","43","1974","2","7",
"2430","50","2024","3","1",
"2431","90","2001","2","5",
"2432","0","1997","5","8",
"2433","963150360","1975","8","2",
"2434","7387674","1994","4","5",
"2435","49820","1976","3","9",
"2436","76","1989","6","2",
"2437","571478","1999","3","1",
"2438","0","2008","1","7",
"2439","4042912","1980","3","7",
"2440","69719367","2002","3","1",
"2441","3","1993","2","7",
"2442","25848","2021","7","7",
"2443","75992","1970","4","8",
"2444","0","1980","9","2",
"2445","7116092","1972","3","2",
"2446","923385446","2006","7","6",
"2447","529","2003","6","4",
"2448","1930743","1979","3","4",
"2449","731707","1979","1","8",
"2450","9952","1992","3","8",
"2451","0","1973","4","1",
"2452","22396","1996","5","2",
"2453","40357206","1996","7","3",
"2454","1666","1976","4","8",
"2455","0","2010","9","5",
"2456","4305","1990","8","4",
"2457","817934746","1993","2","4",
"2458","840232","2017","3","3",
"2459","0","1976","1","4",
"2460","3192","2023","7","4",
"2461","72873","2013","3","3",
"2462","18091","1997","5","4",
"2463","773316","1986","7","7",
"2464","879967162","2008","2","7",
"2465","4","2023","3","7",
"2466","1","2007","4","1",
"2467","884","2021","2","5",
"2468","0","2006","9","4",
"2469","2","1980","7","9",
"2470","7","2018","7","6",
"2471","99994788","1995","8","9",
"2472","8546486","1994","1","6",
"2473","9","1975","8","5",
"2474","680750","2003","5","7",
"2475","9979","2022","5","9",
"2476","9","2004","9","8",
"2477","78104276","1998","3","7",
"2478","15547423","2013","4","6",
"2479","6","1992","6","2",
"2480","0","1973","9","4",
"2481","613166","1995","9","2",
"2482","1","1980","2","7",
"2483","12","2019","3","6",
"2484","4972510","1997","1","5",
"2485","9","2008","4","4",
"2486","200834","2002","8","9",
"2487","97705838","2019","6","6",
"2488","3","2022","6","8",
"2489","510815","1991","3","2",
"2490","45643","2012","1","9",
"2491","7","1996","4","4",
"2492","125655627","1992","8","1",
"2493","285389","2016","4","3",
"2494","2840922","2003","1","5",
"2495","1905","2013","1","1",
"2496","3323","1998","9","6",
"2497","949733843","1978","6","9",
"2498","58292796","1970","3","2",
"2499","149182","2015","6","6",
"2500","622","2008","8","9",
"2501","2105","2023","9","5",
"2502","6222","2018","5","1",
"2503","54651","2009","9","4",
"2504","55590134","2012","1","9",
"2505","17","2020","4","8",
"2506","33","2000","1","2",
"2507","879","1971","7","6",
"2508","553465548","2013","7","9",
"2509","0","2017","2","3",
"2510","851864","1972","3","3",
"2511","50","1985","2","8",
"2512","46303","2009","5","2",
"2513","7","2017","8","5",
"2514","88758944","2024","7","6",
"2515","222030456","1988","7","1",
"2516","0","2024","4","2",
"2517","0","2005","4","2",
"2518","8248349","1984","6","5",
"2519","76008","2000","5","2",
"2520","507835389","1970","9","4",
"2521","909028244","2025","2","3",
"2522","6","1978","9","9",
"2523","3144239","2001","1","7",
"2524","429997","1996","8","8",
"2525","35731","1994","5","6",
"2526","484215","1993","3","5",
"2527","41","1978","9","8",
"2528","852567520","1993","1","9",
"2529","353090","2004","9","8",
"2530","1","1983","7","8",
"2531","6","2001","2","4",
"2532","12","1998","6","5",
"2533","572299","1987","9","7",
"2534","71685117","1998","1","2",
"2535","80","2013","5","5",
"2536","7691","2024","6","7",
"2537","6","1984","1","8",
"2538","6","2012","5","4",
"2539","105279","2012","2","5",
"2540","123","2006","8","5",
"2541","21525","1990","4","2",
"2542","12","2011","2","1",
"2543","0","1992","5","4",
"2544","0","1975","5","9",
"2545","7627222","1988","9","3",
"2546","2","1975","8","2",
"2547","9064","1973","9","7",
"2548","90","2025","7","3",
"2549","0","1980","2","9",
"2550","5085","2014","3","8",
"2551","80","1978","5","2",
"2552","34892","1991","6","8",
"2553","900519","1976","7","4",
"2554","578066","1973","8","9",
"2555","0","1985","9","3",
"2556","5","1993","7","4",
"2557","849595709","2003","4","6",
"2558","5269949","1998","5","9",
"2559","15496","1978","5","2",
"2560","516922615","2011","8","1",
"2561","667","1990","2","8",
"2562","82","2024","1","1",
"2563","0","1996","6","5",
"2564","645284958","2018","6","5",
"2565","500848945","2009","7","9",
"2566","3871509","1993","6","6",
"2567","145640","2016","2","1",
"2568","450941","2019","1","8",
"2569","78188","1987","3","6",
"2570","3","1977","8","3",
"2571","6","2003","8","1",
"2572","0","2010","4","8",
"2573","7909","2004","4","6",
"2574","7","1972","4","5",
"2575","3439532","1982","3","3",
"2576","99","2005","6","8",
"2577","5","1985","8","5",
"2578","4926648","2023","2","4",
"2579","998837","2013","6","5",
"2580","9058","2016","6","8",
"2581","0","2016","8","1",
"2582","3062262","1996","7","5",
"2583","30430","2023","8","7",
"2584","250","1984","6","8",
"2585","5889","1992","2","9",
"2586","185","2004","7","9",
"2587","90","2020","6","5",
"2588","533","1991","2","2",
"2589","810","1987","4","8",
"2590","211991513","2010","1","1",
"2591","86","2012","8","2",
"2592","7583774","1979","1","3",
"2593","0","2016","7","4",
"2594","376","1972","9","3",
"2595","8711","1971","4","3",
"2596","1447","2021","4","7",
"2597","77400","1997","7","3",
"2598","448761985","1979","4","8",
"2599","60791","2005","8","7",
"2600","7350","2009","8","9",
"2601","2","1973","1","4",
"2602","71","1983","4","3",
"2603","4369","2000","8","9",
"2604","417711","1991","8","9",
"2605","1955","1993","8","9",
"2606","680807","1987","7","1",
"2607","9","1996","3","6",
"2608","498683","2001","3","8",
"2609","71261227","2016","9","1",
"2610","63","2024","2","1",
"2611","3523","1995","3","6",
"2612","1431319","1970","5","5",
"2613","690937517","1988","8","2",
"2614","99117925","2019","2","9",
"2615","379","1975","8","3",
"2616","689986923","2003","4","1",
"2617","562","1981","1","9",
"2618","77","1979","3","2",
"2619","28545","1979","4","1",
"2620","86611086","2006","6","7",
"2621","3","2024","9","2",
"2622","65349","1972","8","4",
"2623","6","2016","5","1",
"2624","35","1970","6","4",
"2625","853","1986","4","5",
"2626","9","2016","4","9",
"2627","65082","1978","6","8",
"2628","67463043","1994","2","2",
"2629","219392","1975","5","3",
"2630","598749823","2018","6","2",
"2631","60780373","2022","8","1",
"2632","81745544","1987","8","2",
"2633","99638440","2022","7","6",
"2634","0","1995","4","8",
"2635","282313","2010","1","8",
"2636","9575235","1987","9","4",
"2637","0","1980","6","8",
"2638","49","1978","5","7",
"2639","23466977","2013","7","6",
"2640","482759877","1977","2","6",
"2641","905","2004","4","1",
"2642","29","2007","4","1",
"2643","2122","1981","9","4",
"2644","696554","1995","6","9",
"2645","4612914","1978","7","3",
"2646","56","2003","9","7",
"2647","89","1996","4","5",
"2648","165","2005","2","3",
"2649","174892","1981","9","2",
"2650","3","1995","5","6",
"2651","1","2021","5","1",
"2652","1121","1987","9","3",
"2653","35633429","1982","1","9",
"2654","38456","2001","5","4",
"2655","30042361","1998","7","2",
"2656","0","2019","9","5",
"2657","766","2011","5","5",
"2658","2551","1997","3","6",
"2659","0","1993","5","9",
"2660","0","1978","8","6",
"2661","149071","1979","7","6",
"2662","5879","1999","3","1",
"2663","461","2020","3","6",
"2664","75","1998","9","8",
"2665","47144","1998","7","1",
"2666","4","1980","2","2",
"2667","977639","1974","8","8",
"2668","956975","2023","7","5",
"2669","64810","1975","8","5",
"2670","731839","2022","1","5",
"2671","153","2016","3","7",
"2672","1","1971","8","3",
"2673","44908","2014","6","3",
"2674","84","1976","6","1",
"2675","78","1997","7","5",
"2676","462648","2024","6","3",
"2677","4","1993","2","4",
"2678","973","1977","2","9",
"2679","0","2003","2","9",
"2680","524","1998","4","4",
"2681","48450","1970","1","2",
"2682","2982045","1991","2","8",
"2683","909398","2019","8","5",
"2684","112497","2008","6","5",
"2685","61","2023","9","8",
"2686","44277940","2021","7","7",
"2687","0","2009","9","7",
"2688","10293","1982","2","1",
"2689","0","1984","2","1",
"2690","88828973","2020","3","5",
"2691","6","2018","4","3",
"2692","31411","1990","6","7",
"2693","38373540","1997","3","2",
"2694","1","1970","4","3",
"2695","534","1984","3","5",
"2696","0","2008","3","9",
"2697","616927242","1984","1","6",
"2698","85","2017","5","1",
"2699","987365309","1977","4","8",
"2700","703883","2001","8","1",
"2701","1967","1979","3","7",
"2702","8","2001","6","4",
"2703","87234361","2015","5","6",
"2704","0","1997","8","5",
"2705","0","2016","6","4",
"2706","493","1977","2","6",
"2707","905","1986","7","4",
"2708","673973","2020","4","2",
"2709","1","1993","4","4",
"2710","749419967","1975","8","5",
"2711","883","1986","6","3",
"2712","2","1999","8","6",
"2713","0","1977","6","3",
"2714","650209","1970","5","7",
"2715","665087","2010","2","1",
"2716","0","1983","6","3",
"2717","56865","1975","5","9",
"2718","7","1989","1","3",
"2719","0","1985","3","7",
"2720","24906919","1992","1","2",
"2721","0","1970","1","5",
"2722","0","1999","3","3",
"2723","590","1992","9","9",
"2724","1054","1995","5","8",
"2725","46273523","2014","6","2",
"2726","8912","1999","3","8",
"2727","9571","1983","5","1",
"2728","9699408","2008","3","7",
"2729","9055","1987","2","6",
"2730","5870799","1989","5","9",
"2731","329848","2017","1","8",
"2732","3","1977","2","4",
"2733","92263653","2007","1","9",
"2734","582","1981","1","8",
"2735","0","2017","5","8",
"2736","42339182","1970","7","6",
"2737","7","2004","5","3",
"2738","4","2014","4","4",
"2739","6074","2019","8","6",
"2740","126387802","2013","7","3",
"2741","184953036","2000","6","7",
"2742","8715387","2002","2","4",
"2743","2209","1994","6","2",
"2744","8491","1978","8","2",
"2745","714","1999","3","3",
"2746","2467","1985","1","3",
"2747","212753442","1980","7","4",
"2748","565782733","1993","8","8",
"2749","78","2012","6","4",
"2750","51905306","2023","2","7",
"2751","16617031","1994","2","2",
"2752","99","2013","1","2",
"2753","768377471","2009","4","9",
"2754","21157362","1991","3","5",
"2755","8932936","1979","4","7",
"2756","965878935","1989","3","2",
"2757","40619","1998","5","4",
"2758","98","1996","3","6",
"2759","138","1991","9","9",
"2760","52","1995","5","5",
"2761","26","2001","3","5",
"2762","3","2020","6","6",
"2763","0","1992","4","1",
"2764","772150070","1975","9","6",
"2765","520","2016","1","9",
"2766","96","1981","9","7",
"2767","5342","1975","9","9",
"2768","520941","1983","2","1",
"2769","5","1990","5","5",
"2770","571","1995","8","4",
"2771","4648","1972","8","1",
"2772","3","1975","4","9",
"2773","9442","2002","9","8",
"2774","58442732","2016","4","2",
"2775","72084","2011","4","9",
"2776","1587298","2023","9","5",
"2777","7580","2017","6","2",
"2778","77747941","1984","3","5",
"2779","0","1996","6","2",
"2780","108706","2023","4","2",
"2781","392","1995","9","1",
"2782","722585","1974","4","2",
"2783","140210","2010","7","2",
"2784","9347176","1984","3","6",
"2785","7760","1980","7","7",
"2786","385","2001","3","5",
"2787","467511172","2023","1","6",
"2788","70480","1996","3","2",
"2789","6858","2010","7","8",
"2790","397096","2007","9","1",
"2791","41790","2005","3","8",
"2792","592","1994","9","5",
"2793","33","2008","9","4",
"2794","324","1988","2","3",
"2795","29089","2006","6","4",
"2796","14836045","2010","6","2",
"2797","68","1993","8","4",
"2798","115","1999","2","8",
"2799","880861055","1978","1","2",
"2800","26","1992","5","1",
"2801","6","2011","4","2",
"2802","1562103","1993","4","3",
"2803","0","2009","7","8",
"2804","4","1979","9","1",
"2805","304458","1990","6","5",
"2806","3218480","2007","1","7",
"2807","5506891","2013","9","6",
"2808","5081738","2000","9","7",
"2809","9839368","1982","3","2",
"2810","173656972","2006","2","2",
"2811","76182","1984","6","5",
"2812","0","1993","8","3",
"2813","4014","2012","4","2",
"2814","319608","2015","4","9",
"2815","0","2023","5","6",
"2816","86976260","1993","3","3",
"2817","3690320","1998","5","6",
"2818","6440561","2020","1","3",
"2819","9226","1977","3","7",
"2820","656625","2006","3","7",
"2821","0","2003","2","9",
"2822","0","2001","5","4",
"2823","4731","2016","2","9",
"2824","930406593","1985","6","3",
"2825","1827645","2016","2","4",
"2826","0","1988","6","5",
"2827","70316","2001","2","4",
"2828","2224","2003","9","1",
"2829","9533","1989","7","8",
"2830","0","2016","7","7",
"2831","95","1970","6","8",
"2832","955212","1980","9","5",
"2833","7962","1979","5","2",
"2834","448660174","2015","1","7",
"2835","274703","2020","6","5",
"2836","45672","1995","5","4",
"2837","0","2024","6","1",
"2838","48","2014","9","6",
"2839","144","1987","6","9",
"2840","55778499","1975","2","6",
"2841","8356","2015","2","8",
"2842","0","1996","5","7",
"2843","2","1992","3","7",
"2844","79559","1997","6","1",
"2845","40","1972","3","8",
"2846","88","1980","7","4",
"2847","7928444","2007","2","8",
"2848","45","1979","7","3",
"2849","5911782","2022","5","3",
"2850","7551","1999","5","6",
"2851","0","1996","7","7",
"2852","331740","2009","9","4",
"2853","5282","1987","5","4",
"2854","49066102","1977","4","2",
"2855","52603372","2025","7","3",
"2856","682056","1988","9","7",
"2857","0","2005","5","7",
"2858","6038","2007","1","9",
"2859","0","1971","5","3",
"2860","107","2024","6","8",
"2861","36641222","2024","5","4",
"2862","964","1998","8","1",
"2863","38","2002","2","3",
"2864","496496639","1970","7","9",
"2865","208647","2021","6","2",
"2866","4","1997","5","7",
"2867","99446024","1985","7","6",
"2868","5059","2002","4","9",
"2869","5","2021","6","3",
"2870","0","2006","4","1",
"2871","2310","1988","5","9",
"2872","18270","1991","7","2",
"2873","66034973","1972","6","5",
"2874","90","2005","5","1",
"2875","53770365","1978","1","2",
"2876","387479","1981","3","9",
"2877","1945","2016","6","2",
"2878","19005","1976","3","6",
"2879","5750264","1994","9","2",
"2880","68391","2010","8","1",
"2881","3018","1981","4","2",
"2882","4889255","1981","1","4",
"2883","37484","2018","6","2",
"2884","756","1993","3","9",
"2885","925857198","2000","9","1",
"2886","585351417","1986","7","3",
"2887","5696","2012","1","4",
"2888","29","2011","4","4",
"2889","7959","2005","4","3",
"2890","704452147","1985","7","2",
"2891","828","2007","3","2",
"2892","2849773","1990","8","4",
"2893","386","2000","4","2",
"2894","8","1989","2","4",
"2895","40278955","1990","2","4",
"2896","54627","1988","7","2",
"2897","7248","2019","7","1",
"2898","0","2003","9","1",
"2899","34","1991","6","5",
"2900","8334","1998","4","6",
"2901","5773744","1980","1","4",
"2902","1902","2016","8","3",
"2903","35844","1971","2","5",
"2904","336647","1984","9","2",
"2905","0","2001","9","2",
"2906","191024","2015","7","9",
"2907","622","2013","2","5",
"2908","436","1972","8","7",
"2909","86194","2024","5","5",
"2910","7914","1997","9","5",
"2911","360439919","1971","4","2",
"2912","4","1971","3","6",
"2913","6699131","1993","8","6",
"2914","32936","2009","2","7",
"2915","858465","1984","7","1",
"2916","993314","2001","5","3",
"2917","2976","1996","9","6",
"2918","40","1975","8","4",
"2919","1596","2009","5","3",
"2920","0","1984","2","9",
"2921","92852","1997","3","9",
"2922","151009388","1984","4","3",
"2923","239459100","2010","4","1",
"2924","967","1996","3","4",
"2925","822787622","2017","7","2",
"2926","56749002","1996","7","4",
"2927","5115842","2006","6","3",
"2928","246609","1982","2","2",
"2929","29073","1984","2","6",
"2930","7","2008","7","6",
"2931","2440062","2024","6","7",
"2932","9802823","1982","8","8",
"2933","7","2000","4","3",
"2934","34209991","1987","8","8",
"2935","4","2002","6","5",
"2936","1513","2018","5","5",
"2937","8","1985","5","1",
"2938","3","2000","4","2",
"2939","7289737","2008","6","1",
"2940","0","1995","5","2",
"2941","923272155","1990","7","5",
"2942","76719","1988","2","2",
"2943","6","1981","8","3",
"2944","550808943","2016","2","6",
"2945","93","2009","3","4",
"2946","24","2017","5","4",
"2947","256","2011","6","9",
"2948","59999","1986","5","1",
"2949","498697","2012","3","5",
"2950","34","1988","6","1",
"2951","3083","2022","3","5",
"2952","360076","2002","3","3",
"2953","8","1996","5","8",
"2954","31","1994","6","2",
"2955","977019","2016","2","3",
"2956","92","1977","4","4",
"2957","6539768","2021","2","2",
"2958","3636818","1986","4","4",
"2959","4","1971","5","9",
"2960","0","1970","3","7",
"2961","4555","1994","9","9",
"2962","177683","1996","7","2",
"2963","730","1996","4","3",
"2964","67905643","1990","2","7",
"2965","790676","2015","3","1",
"2966","689871","2007","5","3",
"2967","218853","1971","6","9",
"2968","1748","1972","8","9",
"2969","55550327","1975","9","7",
"2970","2420658","2020","9","8",
"2971","363167637","1982","7","9",
"2972","28","1980","5","4",
"2973","5492","1983","8","5",
"2974","9734","2019","3","1",
"2975","3","1974","9","2",
"2976","429147","2014","2","3",
"2977","589","2001","9","4",
"2978","91133","1989","3","5",
"2979","0","1978","9","7",
"2980","0","1984","5","6",
"2981","2","1991","3","8",
"2982","20779190","1994","5","2",
"2983","21286598","1985","8","6",
"2984","399110109","1982","7","2",
"2985","163","1984","5","3",
"2986","8632774","1973","3","1",
"2987","70","1984","4","6",
"2988","651918","1976","8","9",
"2989","88","1987","3","7",
"2990","6383","2025","4","6",
"2991","2215950","2010","6","3",
"2992","202","2000","2","2",
"2993","2359165","1971","1","7",
"2994","2668","2014","9","3",
"2995","50347","1983","7","9",
"2996","5","1983","9","4",
"2997","585618","1983","5","9",
"2998","181","2008","5","5",
"2999","473792","1988","8","5",
"3000","41564104","1978","2","2",
"3001","296526166","1979","7","5",
"3002","6246955","1987","5","2",
"3003","757312852","2018","1","5",
"3004","648408200","2001","3","5",
"3005","116484870","2017","7","8",
"3006","25","2002","1","1",
"3007","21706123","1998","8","1",
"3008","8","2015","6","4",
"3009","209317722","2007","5","2",
"3010","73863","1989","7","1",
"3011","868604","1983","9","2",
"3012","5","1984","2","9",
"3013","47030813","1990","6","9",
"3014","9685042","1996","6","9",
"3015","0","2001","1","9",
"3016","484","2017","5","9",
"3017","8519","2005","2","8",
"3018","0","1977","1","9",
"3019","13260261","1990","3","5",
"3020","371224","2008","8","4",
"3021","61290192","2011","9","6",
"3022","1","1992","6","6",
"3023","5","1987","6","6",
"3024","988","1983","4","9",
"3025","7915","1994","9","9",
"3026","71072","1992","1","9",
"3027","4","1983","7","6",
"3028","44","1983","3","2",
"3029","32","2005","6","4",
"3030","53657918","2005","4","7",
"3031","7644","2012","3","9",
"3032","851","2024","9","2",
"3033","809190","1996","7","2",
"3034","3078698","2022","7","6",
"3035","9","2021","3","5",
"3036","5","2016","5","2",
"3037","0","2000","9","5",
"3038","767","1975","3","2",
"3039","0","1980","3","7",
"3040","187","1986","6","7",
"3041","1","1985","6","2",
"3042","71180","2019","1","5",
"3043","0","1971","5","8",
"3044","364634","2014","8","3",
"3045","8","2009","3","5",
"3046","4367468","2012","4","2",
"3047","446","1978","1","1",
"3048","85465626","2022","6","5",
"3049","361","1981","4","3",
"3050","528782208","2003","4","2",
"3051","10876","1981","5","3",
"3052","0","1997","5","9",
"3053","5","2010","5","2",
"3054","558","2024","7","4",
"3055","7762212","1975","1","7",
"3056","0","1975","4","2",
"3057","6919238","2002","6","9",
"3058","27489","1977","1","1",
"3059","502514583","2022","5","6",
"3060","6020","2019","4","7",
"3061","189","2016","5","9",
"3062","73020844","2007","3","3",
"3063","705752","1973","8","9",
"3064","435","2014","5","9",
"3065","0","2024","3","1",
"3066","253023038","2020","6","1",
"3067","552789055","1987","1","4",
"3068","0","2025","2","7",
"3069","31109304","1974","7","7",
"3070","18","1994","3","8",
"3071","232636819","1973","8","3",
"3072","3874","2018","8","3",
"3073","1854557","1986","8","7",
"3074","58820","2012","9","3",
"3075","907","2015","1","4",
"3076","0","2011","5","2",
"3077","1636538","1981","5","9",
"3078","0","2007","9","1",
"3079","659687087","1976","5","1",
"3080","410","1972","7","3",
"3081","49674226","2008","4","6",
"3082","743252170","2019","9","5",
"3083","76872897","1985","2","6",
"3084","0","1980","6","8",
"3085","8615","1993","2","4",
"3086","656571","1974","4","1",
"3087","22405230","1970","2","7",
"3088","944769","1979","5","2",
"3089","913","1976","3","6",
"3090","539","2014","4","2",
"3091","0","1979","2","5",
"3092","8098","1990","1","2",
"3093","731498636","2021","6","2",
"3094","7","2005","2","6",
"3095","9394","2012","5","9",
"3096","52","1974","7","9",
"3097","8","2017","5","2",
"3098","781","1985","1","3",
"3099","0","2016","5","4",
"3100","7718","1984","3","9",
"3101","59","1971","7","5",
"3102","67","2000","4","2",
"3103","9705","1987","4","6",
"3104","7041667","2017","8","9",
"3105","1769387","1970","7","5",
"3106","46","1972","7","6",
"3107","5222","1980","7","7",
"3108","226472","1999","1","1",
"3109","74190","1995","9","2",
"3110","348991","2020","2","3",
"3111","714","2001","6","2",
"3112","0","1989","4","8",
"3113","5","1971","1","3",
"3114","64310731","2003","6","4",
"3115","67658","1987","2","9",
"3116","6776","1996","7","9",
"3117","79","1980","4","2",
"3118","8","1995","1","4",
"3119","57618666","1975","4","3",
"3120","863720","1972","6","3",
"3121","5336911","1980","6","1",
"3122","60025476","1970","7","3",
"3123","34689774","2022","2","6",
"3124","325450234","1995","3","4",
"3125","140226","2002","3","4",
"3126","177952","1999","1","9",
"3127","757184532","2025","1","1",
"3128","8411","2008","4","3",
"3129","0","2014","1","5",
"3130","0","2021","9","5",
"3131","9180597","2004","8","4",
"3132","1873","2001","3","4",
"3133","2112999","2014","6","4",
"3134","7576943","2003","6","6",
"3135","635037","2000","5","7",
"3136","184194","1988","4","1",
"3137","843156","1983","5","8",
"3138","55798","2016","7","9",
"3139","92226694","2011","8","6",
"3140","644360928","1995","7","6",
"3141","8690441","1993","2","4",
"3142","0","2013","2","3",
"3143","6","2009","1","7",
"3144","1242698","2020","9","9",
"3145","1064","1977","5","2",
"3146","0","2023","4","7",
"3147","69","2008","7","6",
"3148","72520","2011","5","4",
"3149","192","1997","9","7",
"3150","46584","1984","5","4",
"3151","443","1973","3","3",
"3152","17126","1976","4","9",
"3153","540032","1986","9","2",
